customer_id,event_date,event_type
CUST00906,2025-06-12,cart_add
CUST00906,2025-07-24,email_open
CUST00907,2025-07-21,cart_add
CUST00907,2025-05-06,site_visit
CUST00907,2025-06-12,email_open
CUST00907,2025-06-27,email_open
CUST00907,2025-06-02,review_submitted
CUST00907,2025-05-12,site_visit
CUST00908,2024-12-26,site_visit
CUST00909,2025-04-30,cart_abandon
CUST00910,2025-07-14,cart_add
CUST00911,2025-03-06,site_visit
CUST00912,2024-12-06,site_visit
CUST00912,2025-02-24,site_visit
CUST00913,2025-07-21,cart_add
CUST00913,2025-01-22,site_visit
CUST00913,2025-03-01,cart_abandon
CUST00913,2025-06-19,site_visit
CUST00914,2025-07-15,review_submitted
CUST00915,2025-07-03,cart_abandon
CUST00915,2025-01-21,review_submitted
CUST00915,2025-06-14,site_visit
CUST00915,2025-04-25,site_visit
CUST00915,2025-02-15,email_open
CUST00915,2025-07-28,review_submitted
CUST00915,2025-02-18,cart_abandon
CUST00915,2025-07-06,cart_add
CUST00916,2025-03-06,cart_add
CUST00916,2024-11-16,site_visit
CUST00917,2025-06-08,site_visit
CUST00918,2025-07-06,cart_abandon
CUST00918,2025-07-15,site_visit
CUST00918,2025-06-29,site_visit
CUST00918,2025-07-28,email_open
CUST00918,2025-07-09,site_visit
CUST00918,2025-06-30,site_visit
CUST00919,2025-06-03,site_visit
CUST00919,2025-05-07,cart_add
CUST00919,2025-04-18,email_open
CUST00919,2025-06-22,site_visit
CUST00919,2025-06-20,cart_abandon
CUST00919,2025-07-25,site_visit
CUST00920,2025-01-22,site_visit
CUST00921,2025-07-19,cart_abandon
CUST00921,2025-06-13,cart_add
CUST00921,2025-07-22,cart_abandon
CUST00921,2025-06-02,cart_abandon
CUST00921,2025-06-12,cart_abandon
CUST00921,2025-07-01,email_open
CUST00921,2025-07-22,site_visit
CUST00922,2025-05-07,site_visit
CUST00922,2025-07-20,site_visit
CUST00923,2025-06-23,site_visit
CUST00923,2025-06-13,cart_add
CUST00923,2025-07-05,site_visit
CUST00923,2025-06-10,site_visit
CUST00923,2025-06-05,review_submitted
CUST00923,2025-06-19,cart_abandon
CUST00923,2025-07-11,review_submitted
CUST00923,2025-07-07,site_visit
CUST00923,2025-07-27,site_visit
CUST00924,2025-06-08,cart_add
CUST00924,2025-04-26,email_open
CUST00924,2025-05-25,site_visit
CUST00924,2025-06-01,site_visit
CUST00924,2025-07-30,cart_add
CUST00925,2025-01-05,cart_abandon
CUST00926,2024-12-14,site_visit
CUST00927,2025-03-27,site_visit
CUST00928,2025-06-15,cart_abandon
CUST00928,2025-05-30,review_submitted
CUST00928,2024-12-27,site_visit
CUST00929,2025-07-09,site_visit
CUST00929,2025-01-05,site_visit
CUST00930,2025-03-10,email_open
CUST00931,2024-05-18,cart_add
CUST00932,2025-06-26,site_visit
CUST00932,2025-06-06,cart_add
CUST00932,2025-07-21,site_visit
CUST00932,2025-05-02,cart_add
CUST00932,2025-05-24,review_submitted
CUST00932,2025-05-19,cart_add
CUST00933,2025-07-26,cart_add
CUST00933,2025-07-28,cart_add
CUST00933,2025-07-24,email_open
CUST00933,2025-07-23,cart_abandon
CUST00933,2025-07-26,site_visit
CUST00933,2025-07-21,cart_abandon
CUST00934,2025-04-21,cart_abandon
CUST00935,2024-09-28,cart_abandon
CUST00936,2025-01-21,site_visit
CUST00937,2025-04-25,cart_abandon
CUST00938,2025-07-14,site_visit
CUST00938,2025-07-05,site_visit
CUST00938,2025-07-26,site_visit
CUST00938,2025-06-26,site_visit
CUST00938,2025-07-10,site_visit
CUST00939,2025-05-09,cart_abandon
CUST00940,2025-02-07,site_visit
CUST00940,2025-02-19,site_visit
CUST00940,2025-05-03,cart_abandon
CUST00941,2025-04-29,cart_abandon
CUST00942,2025-01-22,site_visit
CUST00943,2025-01-30,email_open
CUST00943,2025-02-06,cart_add
CUST00944,2025-07-10,site_visit
CUST00944,2025-06-16,site_visit
CUST00944,2025-06-23,cart_add
CUST00944,2025-07-01,cart_add
CUST00944,2025-05-31,cart_add
CUST00945,2025-06-03,site_visit
CUST00946,2025-07-14,site_visit
CUST00947,2024-09-07,cart_add
CUST00948,2025-07-19,cart_abandon
CUST00948,2025-07-28,site_visit
CUST00949,2025-06-25,site_visit
CUST00949,2025-06-16,site_visit
CUST00949,2025-07-02,cart_add
CUST00949,2025-07-01,site_visit
CUST00949,2025-06-20,site_visit
CUST00949,2025-06-18,site_visit
CUST00949,2025-07-31,cart_abandon
CUST00950,2025-02-24,email_open
CUST00951,2025-05-13,cart_abandon
CUST00951,2025-02-22,site_visit
CUST00952,2025-05-23,cart_add
CUST00953,2024-10-15,site_visit
CUST00954,2025-07-30,site_visit
CUST00954,2025-07-09,site_visit
CUST00954,2025-07-01,cart_add
CUST00954,2025-07-26,site_visit
CUST00954,2025-07-02,cart_abandon
CUST00954,2025-06-19,cart_abandon
CUST00954,2025-07-20,cart_add
CUST00955,2024-12-07,site_visit
CUST00956,2024-10-10,site_visit
CUST00957,2025-05-21,cart_add
CUST00958,2024-04-21,cart_add
CUST00959,2024-09-03,site_visit
CUST00960,2025-07-08,site_visit
CUST00960,2025-04-10,cart_abandon
CUST00960,2025-07-10,cart_add
CUST00961,2024-09-01,site_visit
CUST00962,2025-06-10,site_visit
CUST00963,2024-11-05,site_visit
CUST00964,2024-10-05,email_open
CUST00965,2025-04-30,site_visit
CUST00966,2025-03-08,email_open
CUST00967,2025-03-08,cart_add
CUST00967,2025-06-17,site_visit
CUST00967,2025-03-20,cart_add
CUST00967,2025-03-22,site_visit
CUST00968,2024-11-25,review_submitted
CUST00969,2024-12-31,site_visit
CUST00969,2025-01-29,site_visit
CUST00969,2024-12-18,site_visit
CUST00969,2025-07-16,email_open
CUST00969,2025-06-17,cart_abandon
CUST00970,2024-11-25,site_visit
CUST00970,2024-12-29,cart_add
CUST00970,2025-04-08,review_submitted
CUST00970,2025-07-31,cart_add
CUST00971,2025-05-14,site_visit
CUST00971,2025-04-13,site_visit
CUST00971,2025-03-06,site_visit
CUST00971,2025-05-06,site_visit
CUST00972,2025-07-23,email_open
CUST00972,2025-07-06,site_visit
CUST00972,2025-07-11,site_visit
CUST00972,2025-07-12,site_visit
CUST00972,2025-07-05,site_visit
CUST00972,2025-07-16,site_visit
CUST00972,2025-07-05,cart_abandon
CUST00973,2025-05-07,support_ticket
CUST00973,2025-05-10,cart_abandon
CUST00973,2025-06-07,site_visit
CUST00974,2025-06-16,cart_add
CUST00975,2024-07-20,cart_add
CUST00976,2024-09-14,cart_abandon
CUST00977,2025-05-05,cart_add
CUST00977,2025-06-25,site_visit
CUST00977,2025-04-12,cart_add
CUST00978,2024-07-09,review_submitted
CUST00979,2024-12-18,cart_add
CUST00980,2025-05-23,review_submitted
CUST00980,2024-12-30,cart_add
CUST00980,2025-06-08,site_visit
CUST00981,2024-09-27,cart_abandon
CUST00981,2025-01-22,cart_abandon
CUST00981,2024-09-01,support_ticket
CUST00982,2025-07-22,site_visit
CUST00982,2025-03-26,site_visit
CUST00982,2025-07-03,cart_abandon
CUST00982,2025-04-16,cart_add
CUST00982,2025-04-04,cart_abandon
CUST00982,2025-04-09,site_visit
CUST00983,2025-04-30,cart_add
CUST00984,2025-05-14,site_visit
CUST00985,2025-03-06,review_submitted
CUST00985,2025-07-24,cart_add
CUST00986,2025-03-12,site_visit
CUST00986,2025-03-21,cart_abandon
CUST00987,2025-07-27,site_visit
CUST00987,2025-07-18,cart_add
CUST00988,2025-07-30,cart_add
CUST00989,2025-01-25,email_open
CUST00990,2025-04-30,site_visit
CUST00990,2025-06-30,email_open
CUST00990,2025-07-27,site_visit
CUST00991,2025-07-12,email_open
CUST00991,2025-04-18,email_open
CUST00991,2025-05-24,site_visit
CUST00992,2025-05-21,cart_add
CUST00993,2024-12-13,site_visit
CUST00994,2025-01-13,cart_abandon
CUST00994,2025-04-26,site_visit
CUST00994,2025-06-04,site_visit
CUST00994,2025-01-13,review_submitted
CUST00995,2025-03-23,site_visit
CUST00996,2024-12-19,review_submitted
CUST00997,2025-07-20,site_visit
CUST00997,2025-07-19,email_open
CUST00997,2025-07-23,cart_add
CUST00997,2025-07-16,site_visit
CUST00997,2025-07-14,cart_add
CUST00997,2025-06-16,cart_add
CUST00997,2025-06-30,cart_add
CUST00998,2024-07-23,site_visit
CUST00999,2025-07-09,site_visit
CUST00999,2025-06-30,site_visit
CUST00999,2025-07-22,review_submitted
CUST01000,2025-02-02,site_visit
CUST01001,2025-07-19,cart_add
CUST01002,2025-07-06,site_visit
CUST01002,2025-05-24,cart_abandon
CUST01003,2025-06-05,cart_add
CUST01003,2025-06-08,email_open
CUST01003,2025-06-12,site_visit
CUST01004,2025-03-21,site_visit
CUST01004,2025-07-29,site_visit
CUST01005,2025-05-28,site_visit
CUST01005,2025-05-22,site_visit
CUST01005,2025-06-10,cart_abandon
CUST01005,2025-05-11,site_visit
CUST01005,2025-05-10,site_visit
CUST01006,2025-05-11,email_open
CUST01006,2025-02-07,email_open
CUST01006,2025-06-06,cart_abandon
CUST01007,2025-06-15,cart_add
CUST01007,2025-03-26,cart_add
CUST01008,2025-07-15,cart_abandon
CUST01008,2025-06-13,site_visit
CUST01008,2025-07-29,cart_abandon
CUST01008,2025-06-30,cart_abandon
CUST01008,2025-07-03,cart_abandon
CUST01008,2025-05-24,cart_abandon
CUST01008,2025-05-24,cart_abandon
CUST01008,2025-05-21,cart_abandon
CUST01008,2025-05-31,cart_add
CUST01008,2025-06-04,site_visit
CUST01009,2025-07-03,site_visit
CUST01009,2024-11-24,cart_abandon
CUST01010,2024-11-28,email_open
CUST01010,2024-12-01,site_visit
CUST01010,2024-11-25,email_open
CUST01011,2025-01-16,site_visit
CUST01012,2025-07-28,email_open
CUST01012,2025-07-29,site_visit
CUST01012,2025-07-31,cart_abandon
CUST01012,2025-07-29,cart_add
CUST01012,2025-07-23,cart_abandon
CUST01013,2025-06-29,cart_add
CUST01013,2025-07-28,cart_abandon
CUST01013,2025-07-13,cart_add
CUST01013,2025-07-08,cart_add
CUST01013,2025-07-14,site_visit
CUST01013,2025-07-20,cart_add
CUST01013,2025-07-05,cart_abandon
CUST01013,2025-07-22,site_visit
CUST01013,2025-07-19,site_visit
CUST01014,2025-02-24,cart_abandon
CUST01015,2025-06-03,site_visit
CUST01015,2025-04-03,cart_add
CUST01015,2025-07-08,cart_abandon
CUST01015,2025-04-19,site_visit
CUST01016,2025-07-31,cart_abandon
CUST01016,2025-07-22,site_visit
CUST01016,2025-07-10,email_open
CUST01016,2025-07-02,site_visit
CUST01016,2025-07-16,site_visit
CUST01016,2025-07-27,site_visit
CUST01016,2025-07-31,support_ticket
CUST01016,2025-06-21,cart_add
CUST01016,2025-07-01,site_visit
CUST01016,2025-07-20,cart_add
CUST01017,2024-12-07,cart_abandon
CUST01017,2025-03-21,site_visit
CUST01017,2025-01-09,site_visit
CUST01017,2024-10-19,site_visit
CUST01017,2025-07-02,cart_abandon
CUST01017,2025-07-07,support_ticket
CUST01018,2025-01-08,email_open
CUST01018,2025-05-28,cart_add
CUST01019,2025-07-03,email_open
CUST01019,2025-07-07,email_open
CUST01019,2025-07-29,cart_add
CUST01019,2025-06-17,site_visit
CUST01019,2025-07-04,cart_add
CUST01019,2025-07-23,cart_add
CUST01020,2025-03-10,cart_add
CUST01021,2025-03-26,cart_add
CUST01021,2025-06-07,site_visit
CUST01022,2024-09-12,cart_abandon
CUST01023,2025-07-22,cart_add
CUST01023,2025-07-15,site_visit
CUST01023,2025-07-17,site_visit
CUST01023,2025-07-23,site_visit
CUST01023,2025-07-11,email_open
CUST01023,2025-07-22,review_submitted
CUST01023,2025-07-11,cart_abandon
CUST01024,2025-07-20,cart_add
CUST01024,2025-07-21,site_visit
CUST01024,2025-07-21,site_visit
CUST01024,2025-07-19,email_open
CUST01024,2025-07-29,cart_abandon
CUST01024,2025-07-18,site_visit
CUST01024,2025-07-26,email_open
CUST01024,2025-07-15,email_open
CUST01024,2025-07-15,site_visit
CUST01025,2025-07-20,site_visit
CUST01025,2025-07-26,cart_abandon
CUST01025,2025-07-14,site_visit
CUST01025,2025-07-12,cart_abandon
CUST01025,2025-07-03,site_visit
CUST01025,2025-07-16,site_visit
CUST01026,2025-01-28,cart_add
CUST01027,2025-07-23,cart_add
CUST01027,2025-06-12,site_visit
CUST01027,2025-05-30,cart_add
CUST01028,2025-06-27,site_visit
CUST01028,2025-06-10,site_visit
CUST01028,2025-06-27,review_submitted
CUST01028,2025-06-03,site_visit
CUST01028,2025-06-23,site_visit
CUST01029,2025-04-14,site_visit
CUST01030,2025-07-28,cart_add
CUST01030,2025-05-29,site_visit
CUST01030,2025-07-31,site_visit
CUST01030,2025-07-15,cart_abandon
CUST01031,2025-02-03,cart_add
CUST01032,2024-12-13,cart_add
CUST01033,2025-04-15,site_visit
CUST01034,2024-06-02,site_visit
CUST01035,2024-04-12,site_visit
CUST01035,2024-09-22,email_open
CUST01036,2025-07-21,site_visit
CUST01036,2025-03-25,cart_add
CUST01036,2025-03-21,site_visit
CUST01036,2025-06-28,cart_abandon
CUST01037,2025-04-19,site_visit
CUST01038,2025-03-10,support_ticket
CUST01038,2025-04-01,support_ticket
CUST01039,2025-03-07,site_visit
CUST01040,2025-07-26,cart_add
CUST01041,2025-07-18,review_submitted
CUST01041,2025-01-17,cart_add
CUST01041,2025-01-17,site_visit
CUST01042,2025-06-19,cart_add
CUST01042,2025-04-30,email_open
CUST01042,2025-04-06,cart_abandon
CUST01042,2025-07-14,site_visit
CUST01043,2025-04-07,site_visit
CUST01044,2025-03-24,site_visit
CUST01045,2025-07-25,review_submitted
CUST01045,2025-06-13,site_visit
CUST01045,2025-07-07,site_visit
CUST01045,2025-07-04,cart_add
CUST01045,2025-07-10,site_visit
CUST01045,2025-06-26,site_visit
CUST01046,2025-03-26,email_open
CUST01046,2025-04-22,cart_abandon
CUST01047,2024-09-07,site_visit
CUST01048,2025-03-30,site_visit
CUST01049,2025-06-12,site_visit
CUST01049,2025-06-04,email_open
CUST01049,2025-06-28,email_open
CUST01049,2025-05-30,site_visit
CUST01049,2025-06-26,support_ticket
CUST01050,2025-05-24,cart_add
CUST01051,2025-07-15,email_open
CUST01052,2025-04-06,site_visit
CUST01053,2025-07-29,cart_add
CUST01053,2025-07-03,site_visit
CUST01053,2025-06-30,site_visit
CUST01053,2025-07-11,email_open
CUST01053,2025-07-14,cart_abandon
CUST01053,2025-07-25,cart_abandon
CUST01054,2025-04-22,site_visit
CUST01054,2025-07-20,site_visit
CUST01054,2025-05-04,site_visit
CUST01055,2025-07-30,cart_add
CUST01055,2025-07-30,cart_abandon
CUST01055,2025-07-31,cart_add
CUST01055,2025-07-30,site_visit
CUST01055,2025-07-30,site_visit
CUST01055,2025-07-29,cart_add
CUST01055,2025-07-31,site_visit
CUST01055,2025-07-30,cart_add
CUST01056,2025-05-03,site_visit
CUST01057,2025-05-12,email_open
CUST01057,2025-05-30,cart_add
CUST01057,2025-06-18,site_visit
CUST01057,2025-06-03,cart_add
CUST01058,2025-03-28,site_visit
CUST01059,2025-06-12,site_visit
CUST01060,2025-06-25,email_open
CUST01061,2025-07-10,site_visit
CUST01061,2025-05-24,email_open
CUST01061,2025-06-15,site_visit
CUST01061,2025-07-29,support_ticket
CUST01062,2025-07-23,site_visit
CUST01062,2025-07-27,email_open
CUST01062,2025-07-30,site_visit
CUST01062,2025-07-24,cart_abandon
CUST01062,2025-07-21,site_visit
CUST01062,2025-07-24,site_visit
CUST01063,2025-05-05,cart_add
CUST01063,2025-06-15,site_visit
CUST01064,2025-02-15,email_open
CUST01065,2025-01-16,email_open
CUST01065,2024-10-28,cart_add
CUST01065,2024-11-02,email_open
CUST01066,2025-06-29,site_visit
CUST01067,2024-08-02,site_visit
CUST01068,2025-06-22,site_visit
CUST01069,2025-06-07,cart_abandon
CUST01070,2024-10-17,site_visit
CUST01070,2025-03-23,email_open
CUST01071,2024-08-09,site_visit
CUST01072,2025-02-12,review_submitted
CUST01073,2025-07-29,site_visit
CUST01074,2024-08-07,cart_add
CUST01075,2025-07-24,site_visit
CUST01075,2025-07-24,email_open
CUST01075,2025-07-31,email_open
CUST01075,2025-07-25,review_submitted
CUST01075,2025-07-30,cart_add
CUST01075,2025-07-27,site_visit
CUST01075,2025-07-31,site_visit
CUST01076,2025-02-10,site_visit
CUST01076,2025-04-19,cart_add
CUST01077,2025-06-11,site_visit
CUST01078,2025-07-24,cart_add
CUST01078,2025-06-22,support_ticket
CUST01078,2025-07-30,email_open
CUST01079,2025-04-04,review_submitted
CUST01080,2025-07-11,cart_abandon
CUST01080,2025-07-22,cart_add
CUST01080,2025-07-11,site_visit
CUST01080,2025-07-20,cart_abandon
CUST01080,2025-06-30,email_open
CUST01081,2025-06-19,site_visit
CUST01081,2025-07-10,site_visit
CUST01082,2024-04-17,cart_add
CUST01083,2025-02-06,site_visit
CUST01084,2025-07-07,cart_add
CUST01084,2025-07-10,site_visit
CUST01084,2025-06-18,cart_abandon
CUST01085,2025-07-20,email_open
CUST01085,2025-07-29,site_visit
CUST01085,2025-07-31,site_visit
CUST01085,2025-07-07,email_open
CUST01085,2025-07-07,cart_abandon
CUST01085,2025-07-03,email_open
CUST01085,2025-07-15,email_open
CUST01086,2024-11-11,cart_abandon
CUST01087,2025-01-11,email_open
CUST01088,2024-06-01,site_visit
CUST01089,2025-07-30,cart_add
CUST01089,2025-07-28,site_visit
CUST01089,2025-07-29,site_visit
CUST01089,2025-07-30,site_visit
CUST01089,2025-07-31,cart_add
CUST01089,2025-07-30,cart_add
CUST01089,2025-07-28,cart_add
CUST01090,2024-11-10,cart_add
CUST01091,2025-07-08,site_visit
CUST01091,2025-07-09,site_visit
CUST01091,2025-07-28,email_open
CUST01091,2025-07-07,email_open
CUST01091,2025-07-06,cart_add
CUST01091,2025-07-12,site_visit
CUST01091,2025-06-29,site_visit
CUST01091,2025-07-31,site_visit
CUST01092,2025-05-27,site_visit
CUST01092,2025-01-12,site_visit
CUST01093,2025-02-06,email_open
CUST01093,2025-01-21,site_visit
CUST01093,2025-06-04,site_visit
CUST01093,2025-04-06,cart_abandon
CUST01094,2025-01-15,cart_abandon
CUST01095,2025-04-22,site_visit
CUST01096,2025-03-01,site_visit
CUST01097,2024-10-27,cart_add
CUST01098,2024-09-26,cart_add
CUST01099,2025-05-12,email_open
CUST01099,2025-06-11,site_visit
CUST01099,2025-05-19,cart_add
CUST01100,2024-10-06,cart_add
CUST01100,2025-02-05,site_visit
CUST01101,2024-12-30,email_open
CUST01102,2025-07-19,site_visit
CUST01102,2025-07-28,site_visit
CUST01102,2025-07-14,site_visit
CUST01102,2025-07-19,site_visit
CUST01102,2025-07-14,site_visit
CUST01102,2025-07-22,cart_add
CUST01102,2025-07-30,cart_abandon
CUST01103,2025-07-16,site_visit
CUST01103,2025-07-23,cart_abandon
CUST01103,2025-07-20,site_visit
CUST01103,2025-06-13,site_visit
CUST01103,2025-07-19,cart_add
CUST01104,2025-06-28,site_visit
CUST01104,2025-07-07,site_visit
CUST01104,2025-07-11,cart_abandon
CUST01104,2025-06-27,site_visit
CUST01105,2025-07-29,email_open
CUST01105,2025-07-30,site_visit
CUST01105,2025-07-31,site_visit
CUST01105,2025-07-28,email_open
CUST01105,2025-07-30,site_visit
CUST01105,2025-07-29,cart_abandon
CUST01106,2024-07-16,email_open
CUST01107,2025-07-10,site_visit
CUST01108,2025-04-06,cart_abandon
CUST01108,2025-05-28,cart_add
CUST01108,2025-03-15,site_visit
CUST01108,2025-03-24,site_visit
CUST01108,2025-07-14,site_visit
CUST01108,2025-05-31,cart_abandon
CUST01109,2025-07-11,review_submitted
CUST01109,2025-06-10,site_visit
CUST01109,2025-03-14,cart_add
CUST01110,2025-07-31,cart_abandon
CUST01111,2025-05-13,site_visit
CUST01111,2025-04-26,site_visit
CUST01111,2025-06-01,site_visit
CUST01112,2025-03-14,support_ticket
CUST01113,2024-12-10,site_visit
CUST01114,2025-07-25,cart_add
CUST01114,2025-03-15,cart_add
CUST01115,2025-04-05,cart_abandon
CUST01116,2025-04-26,cart_abandon
CUST01116,2025-01-25,site_visit
CUST01117,2025-02-16,cart_abandon
CUST01118,2025-07-14,cart_add
CUST01119,2024-10-14,site_visit
CUST01120,2024-12-02,site_visit
CUST01121,2025-06-21,email_open
CUST01121,2025-07-14,cart_add
CUST01121,2025-06-29,site_visit
CUST01121,2025-06-04,site_visit
CUST01121,2025-06-21,site_visit
CUST01121,2025-06-26,cart_abandon
CUST01121,2025-06-23,email_open
CUST01121,2025-07-10,site_visit
CUST01121,2025-06-05,cart_add
CUST01121,2025-07-14,cart_add
CUST01121,2025-07-17,site_visit
CUST01122,2025-07-10,site_visit
CUST01122,2025-07-28,review_submitted
CUST01122,2025-07-13,site_visit
CUST01122,2025-07-06,site_visit
CUST01122,2025-07-06,cart_add
CUST01123,2025-05-27,cart_add
CUST01123,2025-07-21,email_open
CUST01123,2025-07-21,site_visit
CUST01123,2025-07-11,site_visit
CUST01123,2025-06-17,site_visit
CUST01123,2025-06-03,site_visit
CUST01123,2025-06-22,site_visit
CUST01123,2025-06-03,cart_add
CUST01124,2025-04-21,email_open
CUST01124,2025-04-29,site_visit
CUST01124,2025-05-02,review_submitted
CUST01125,2025-03-09,site_visit
CUST01126,2025-06-14,site_visit
CUST01127,2025-03-02,site_visit
CUST01128,2024-10-03,email_open
CUST01129,2025-05-08,support_ticket
CUST01130,2024-10-22,email_open
CUST01131,2025-05-04,email_open
CUST01131,2025-05-02,site_visit
CUST01132,2025-03-22,site_visit
CUST01132,2025-05-03,site_visit
CUST01133,2025-02-23,email_open
CUST01134,2024-11-02,cart_add
CUST01135,2025-06-13,site_visit
CUST01135,2025-04-28,site_visit
CUST01136,2025-04-29,email_open
CUST01137,2025-05-11,site_visit
CUST01137,2025-07-08,cart_abandon
CUST01137,2025-06-21,cart_abandon
CUST01138,2025-03-20,site_visit
CUST01138,2025-03-08,site_visit
CUST01138,2025-02-01,cart_abandon
CUST01139,2025-02-15,email_open
CUST01140,2025-07-02,cart_abandon
CUST01140,2025-07-26,site_visit
CUST01140,2025-02-01,email_open
CUST01140,2025-01-22,cart_add
CUST01140,2025-07-21,site_visit
CUST01140,2025-06-29,site_visit
CUST01140,2025-01-18,cart_abandon
CUST01140,2025-01-01,cart_add
CUST01140,2025-06-11,site_visit
CUST01141,2025-07-29,email_open
CUST01141,2025-05-15,site_visit
CUST01141,2025-05-30,site_visit
CUST01141,2025-06-12,site_visit
CUST01142,2025-05-15,site_visit
CUST01143,2025-06-05,site_visit
CUST01143,2025-07-08,site_visit
CUST01143,2025-02-08,site_visit
CUST01144,2025-06-22,cart_abandon
CUST01145,2024-12-04,cart_add
CUST01146,2025-06-03,site_visit
CUST01146,2025-06-19,email_open
CUST01146,2025-06-17,cart_add
CUST01146,2025-06-21,site_visit
CUST01146,2025-06-02,email_open
CUST01146,2025-06-25,cart_add
CUST01147,2025-04-27,cart_abandon
CUST01147,2025-06-24,review_submitted
CUST01147,2025-07-08,email_open
CUST01147,2025-07-29,site_visit
CUST01147,2025-05-25,cart_abandon
CUST01147,2025-04-17,site_visit
CUST01148,2025-07-13,cart_abandon
CUST01149,2025-07-07,cart_add
CUST01149,2025-06-08,cart_add
CUST01149,2025-05-14,review_submitted
CUST01149,2025-07-19,cart_abandon
CUST01150,2025-07-02,cart_add
CUST01151,2025-03-16,cart_abandon
CUST01151,2025-05-29,site_visit
CUST01151,2025-04-05,site_visit
CUST01151,2025-05-19,email_open
CUST01151,2025-02-18,site_visit
CUST01151,2025-05-11,cart_add
CUST01151,2025-07-22,cart_add
CUST01151,2025-02-19,cart_abandon
CUST01151,2025-06-04,cart_add
CUST01151,2025-02-15,site_visit
CUST01152,2025-05-13,email_open
CUST01152,2025-06-12,site_visit
CUST01152,2025-07-07,site_visit
CUST01152,2025-06-11,site_visit
CUST01152,2025-05-18,email_open
CUST01152,2025-06-25,support_ticket
CUST01153,2025-03-22,site_visit
CUST01153,2025-07-02,site_visit
CUST01153,2025-03-10,support_ticket
CUST01154,2025-02-20,cart_abandon
CUST01154,2025-06-20,cart_add
CUST01154,2025-05-12,site_visit
CUST01154,2025-04-04,cart_add
CUST01155,2025-02-08,support_ticket
CUST01156,2025-05-21,site_visit
CUST01156,2025-04-07,site_visit
CUST01156,2025-04-05,cart_abandon
CUST01156,2025-06-15,cart_abandon
CUST01157,2024-11-28,email_open
CUST01158,2025-07-15,site_visit
CUST01158,2025-06-24,support_ticket
CUST01158,2025-06-06,email_open
CUST01158,2025-06-09,review_submitted
CUST01158,2025-07-01,cart_add
CUST01159,2025-07-28,cart_abandon
CUST01159,2025-07-09,cart_add
CUST01159,2025-07-21,cart_add
CUST01159,2025-05-31,site_visit
CUST01159,2025-05-27,cart_abandon
CUST01159,2025-06-22,review_submitted
CUST01159,2025-06-11,site_visit
CUST01159,2025-07-18,cart_add
CUST01159,2025-06-14,site_visit
CUST01159,2025-07-22,site_visit
CUST01160,2025-03-19,cart_add
CUST01161,2025-06-18,review_submitted
CUST01161,2025-05-13,cart_add
CUST01161,2025-07-05,cart_abandon
CUST01161,2025-05-04,email_open
CUST01161,2025-07-11,site_visit
CUST01162,2025-01-22,cart_abandon
CUST01163,2024-08-29,cart_add
CUST01164,2025-03-09,email_open
CUST01164,2025-05-04,email_open
CUST01164,2025-06-22,site_visit
CUST01165,2025-06-18,site_visit
CUST01166,2025-06-27,site_visit
CUST01166,2025-06-28,site_visit
CUST01166,2025-06-20,site_visit
CUST01166,2025-06-21,cart_add
CUST01166,2025-07-07,cart_abandon
CUST01166,2025-06-16,cart_abandon
CUST01166,2025-07-10,email_open
CUST01166,2025-07-27,cart_abandon
CUST01167,2025-05-07,cart_abandon
CUST01167,2025-07-03,email_open
CUST01167,2025-07-29,site_visit
CUST01167,2025-06-08,cart_add
CUST01167,2025-07-19,cart_add
CUST01167,2025-07-02,site_visit
CUST01168,2025-05-07,cart_add
CUST01169,2025-05-31,cart_abandon
CUST01170,2025-06-15,site_visit
CUST01170,2025-03-15,site_visit
CUST01171,2025-03-09,site_visit
CUST01171,2025-05-06,email_open
CUST01172,2025-07-30,email_open
CUST01172,2025-07-22,site_visit
CUST01172,2025-07-20,cart_abandon
CUST01172,2025-07-21,cart_add
CUST01172,2025-07-28,cart_add
CUST01172,2025-07-31,site_visit
CUST01172,2025-07-28,cart_abandon
CUST01173,2025-06-30,cart_abandon
CUST01173,2025-05-03,review_submitted
CUST01173,2025-04-12,site_visit
CUST01173,2025-01-23,site_visit
CUST01174,2024-10-28,cart_add
CUST01175,2025-05-30,site_visit
CUST01176,2025-04-01,cart_add
CUST01177,2025-06-30,site_visit
CUST01177,2025-05-14,cart_add
CUST01177,2025-07-17,cart_add
CUST01177,2025-04-17,site_visit
CUST01178,2024-08-28,site_visit
CUST01179,2025-04-05,cart_add
CUST01179,2025-06-25,review_submitted
CUST01179,2025-06-17,cart_abandon
CUST01180,2025-04-21,review_submitted
CUST01181,2025-07-09,site_visit
CUST01181,2025-07-31,site_visit
CUST01181,2025-07-15,email_open
CUST01181,2025-07-08,site_visit
CUST01181,2025-07-11,review_submitted
CUST01181,2025-07-26,site_visit
CUST01181,2025-07-16,cart_add
CUST01181,2025-07-17,site_visit
CUST01181,2025-07-14,site_visit
CUST01182,2024-11-15,cart_add
CUST01183,2025-02-22,email_open
CUST01183,2025-07-17,cart_add
CUST01184,2025-07-29,cart_add
CUST01184,2025-07-01,cart_abandon
CUST01184,2025-07-11,site_visit
CUST01184,2025-07-04,site_visit
CUST01185,2025-02-07,site_visit
CUST01186,2025-06-28,site_visit
CUST01186,2025-07-27,site_visit
CUST01186,2025-06-26,site_visit
CUST01186,2025-07-28,site_visit
CUST01186,2025-06-26,support_ticket
