order_id,customer_id,order_date,product,quantity,discount_pct,revenue,is_first_order
ORD001271,CUST00901,2024-06-08,Retinol Night Cream,1,15,27.2,True
ORD001272,CUST00901,2024-08-15,Hydrating Moisturizer,3,0,84.0,False
ORD001273,CUST00902,2024-02-20,Gentle Cleanser,1,10,14.4,True
ORD001274,CUST00903,2024-05-21,Gentle Cleanser,2,0,32.0,True
ORD001275,CUST00904,2024-12-10,Hydrating Moisturizer,1,20,22.4,True
ORD001276,CUST00905,2024-10-10,SPF 50 Sunscreen,3,0,72.0,True
ORD001277,CUST00906,2025-06-06,Eye Cream,2,25,39.0,True
ORD001278,CUST00907,2025-04-19,Niacinamide Serum,1,10,17.1,True
ORD001279,CUST00908,2024-08-21,Face Mask Set,1,0,20.0,True
ORD001280,CUST00909,2024-06-29,Gentle Cleanser,1,0,16.0,True
ORD001281,CUST00910,2024-09-16,Eye Cream,1,0,26.0,True
ORD001282,CUST00911,2024-12-11,Gentle Cleanser,1,0,16.0,True
ORD001283,CUST00911,2024-12-25,Hydrating Moisturizer,2,0,56.0,False
ORD001284,CUST00912,2024-07-05,Vitamin C Serum,1,20,17.6,True
ORD001285,CUST00912,2024-11-07,Hydrating Moisturizer,1,10,25.2,False
ORD001286,CUST00913,2024-12-24,Niacinamide Serum,1,0,19.0,True
ORD001287,CUST00914,2024-10-05,SPF 50 Sunscreen,2,25,36.0,True
ORD001288,CUST00915,2024-11-28,Face Mask Set,1,0,20.0,True
ORD001289,CUST00915,2025-05-06,Niacinamide Serum,1,25,14.25,False
ORD001290,CUST00915,2025-06-11,Vitamin C Serum,1,10,19.8,False
ORD001291,CUST00916,2024-10-21,Retinol Night Cream,1,0,32.0,True
ORD001292,CUST00916,2024-12-07,Niacinamide Serum,1,0,19.0,False
ORD001293,CUST00916,2025-01-19,Vitamin C Serum,2,0,44.0,False
ORD001294,CUST00917,2024-07-20,Hydrating Moisturizer,1,0,28.0,True
ORD001295,CUST00917,2024-09-16,Gentle Cleanser,3,0,48.0,False
ORD001296,CUST00918,2025-07-02,Face Mask Set,1,0,20.0,True
ORD001297,CUST00919,2025-03-17,Niacinamide Serum,1,25,14.25,True
ORD001298,CUST00920,2024-04-27,SPF 50 Sunscreen,1,0,24.0,True
ORD001299,CUST00921,2025-05-21,SPF 50 Sunscreen,1,0,24.0,True
ORD001300,CUST00922,2024-11-11,Gentle Cleanser,3,0,48.0,True
ORD001301,CUST00923,2025-06-07,Face Mask Set,1,10,18.0,True
ORD001302,CUST00924,2025-04-10,Eye Cream,2,0,52.0,True
ORD001303,CUST00924,2025-04-30,Gentle Cleanser,1,0,16.0,False
ORD001304,CUST00924,2025-05-14,Hydrating Moisturizer,1,10,25.2,False
ORD001305,CUST00925,2024-10-12,Retinol Night Cream,1,20,25.6,True
ORD001306,CUST00926,2024-02-15,Gentle Cleanser,2,25,24.0,True
ORD001307,CUST00926,2024-03-02,SPF 50 Sunscreen,2,25,36.0,False
ORD001308,CUST00927,2024-07-06,SPF 50 Sunscreen,1,0,24.0,True
ORD001309,CUST00928,2024-11-26,Retinol Night Cream,1,0,32.0,True
ORD001310,CUST00928,2024-12-10,Vitamin C Serum,1,25,16.5,False
ORD001311,CUST00929,2024-12-29,Hydrating Moisturizer,2,15,47.6,True
ORD001312,CUST00930,2024-06-29,Face Mask Set,1,0,20.0,True
ORD001313,CUST00931,2024-04-27,Hydrating Moisturizer,1,0,28.0,True
ORD001314,CUST00932,2025-05-02,Face Mask Set,3,15,51.0,True
ORD001315,CUST00933,2025-07-21,Vitamin C Serum,2,0,44.0,True
ORD001316,CUST00934,2024-11-20,SPF 50 Sunscreen,1,0,24.0,True
ORD001317,CUST00935,2024-05-16,Eye Cream,1,20,20.8,True
ORD001318,CUST00936,2024-07-06,Retinol Night Cream,3,0,96.0,True
ORD001319,CUST00937,2024-02-14,Gentle Cleanser,1,0,16.0,True
ORD001320,CUST00938,2025-06-16,Vitamin C Serum,1,0,22.0,True
ORD001321,CUST00939,2024-04-15,Gentle Cleanser,1,0,16.0,True
ORD001322,CUST00940,2024-12-08,Niacinamide Serum,1,0,19.0,True
ORD001323,CUST00940,2025-05-15,Eye Cream,2,0,52.0,False
ORD001324,CUST00941,2024-07-10,Vitamin C Serum,2,15,37.4,True
ORD001325,CUST00942,2024-11-27,Hydrating Moisturizer,1,0,28.0,True
ORD001326,CUST00943,2025-01-04,Vitamin C Serum,1,15,18.7,True
ORD001327,CUST00944,2025-04-30,Vitamin C Serum,1,0,22.0,True
ORD001328,CUST00945,2024-06-07,Face Mask Set,2,0,40.0,True
ORD001329,CUST00946,2024-02-10,Hydrating Moisturizer,1,0,28.0,True
ORD001330,CUST00946,2024-04-01,Eye Cream,1,25,19.5,False
ORD001331,CUST00946,2024-06-04,Face Mask Set,1,0,20.0,False
ORD001332,CUST00946,2024-06-30,Gentle Cleanser,1,0,16.0,False
ORD001333,CUST00947,2024-04-25,Hydrating Moisturizer,3,0,84.0,True
ORD001334,CUST00947,2024-05-26,SPF 50 Sunscreen,2,0,48.0,False
ORD001335,CUST00948,2025-06-10,Niacinamide Serum,1,20,15.2,True
ORD001336,CUST00949,2025-05-27,Eye Cream,1,10,23.4,True
ORD001337,CUST00950,2024-12-13,Face Mask Set,1,0,20.0,True
ORD001338,CUST00952,2025-01-15,Gentle Cleanser,2,0,32.0,True
ORD001339,CUST00952,2025-02-21,SPF 50 Sunscreen,1,0,24.0,False
ORD001340,CUST00953,2024-05-17,Retinol Night Cream,1,0,32.0,True
ORD001341,CUST00953,2024-06-23,Niacinamide Serum,1,10,17.1,False
ORD001342,CUST00953,2024-07-23,Eye Cream,3,0,78.0,False
ORD001343,CUST00953,2024-08-21,SPF 50 Sunscreen,1,0,24.0,False
ORD001344,CUST00953,2024-09-04,SPF 50 Sunscreen,1,25,18.0,False
ORD001345,CUST00953,2024-09-18,SPF 50 Sunscreen,1,0,24.0,False
ORD001346,CUST00954,2025-06-16,SPF 50 Sunscreen,1,25,18.0,True
ORD001347,CUST00955,2024-10-08,Face Mask Set,1,10,18.0,True
ORD001348,CUST00955,2024-10-22,Niacinamide Serum,1,15,16.15,False
ORD001349,CUST00956,2024-09-19,Niacinamide Serum,1,25,14.25,True
ORD001350,CUST00956,2024-10-03,Face Mask Set,1,0,20.0,False
ORD001351,CUST00956,2024-10-26,Vitamin C Serum,2,0,44.0,False
ORD001352,CUST00957,2024-11-21,Vitamin C Serum,1,0,22.0,True
ORD001353,CUST00958,2024-03-03,Hydrating Moisturizer,1,15,23.8,True
ORD001354,CUST00959,2024-05-13,Gentle Cleanser,1,10,14.4,True
ORD001355,CUST00960,2025-03-04,Vitamin C Serum,2,25,33.0,True
ORD001356,CUST00961,2024-03-24,SPF 50 Sunscreen,1,0,24.0,True
ORD001357,CUST00962,2024-12-17,Niacinamide Serum,2,15,32.3,True
ORD001358,CUST00963,2024-06-25,Face Mask Set,3,0,60.0,True
ORD001359,CUST00964,2024-09-22,Retinol Night Cream,1,0,32.0,True
ORD001360,CUST00964,2024-10-18,Retinol Night Cream,1,10,28.8,False
ORD001361,CUST00965,2024-07-17,Face Mask Set,1,20,16.0,True
ORD001362,CUST00966,2024-09-01,Hydrating Moisturizer,2,0,56.0,True
ORD001363,CUST00966,2024-10-04,Eye Cream,1,0,26.0,False
ORD001364,CUST00967,2025-02-19,SPF 50 Sunscreen,1,0,24.0,True
ORD001365,CUST00968,2024-07-24,Hydrating Moisturizer,1,25,21.0,True
ORD001366,CUST00969,2024-12-02,Eye Cream,1,0,26.0,True
ORD001367,CUST00969,2024-12-30,Niacinamide Serum,1,20,15.2,False
ORD001368,CUST00969,2025-01-13,Gentle Cleanser,1,0,16.0,False
ORD001369,CUST00969,2025-02-20,Vitamin C Serum,3,0,66.0,False
ORD001370,CUST00969,2025-05-19,SPF 50 Sunscreen,1,25,18.0,False
ORD001371,CUST00970,2024-11-07,Hydrating Moisturizer,2,20,44.8,True
ORD001372,CUST00970,2024-11-23,SPF 50 Sunscreen,1,0,24.0,False
ORD001373,CUST00970,2025-03-21,Vitamin C Serum,3,0,66.0,False
ORD001374,CUST00970,2025-05-07,Gentle Cleanser,2,0,32.0,False
ORD001375,CUST00970,2025-05-21,Vitamin C Serum,2,10,39.6,False
ORD001376,CUST00971,2025-01-14,Hydrating Moisturizer,1,0,28.0,True
ORD001377,CUST00972,2025-06-24,Eye Cream,1,20,20.8,True
ORD001378,CUST00973,2025-02-27,Vitamin C Serum,3,10,59.4,True
ORD001379,CUST00974,2024-06-11,Gentle Cleanser,1,0,16.0,True
ORD001380,CUST00974,2024-09-06,Hydrating Moisturizer,1,0,28.0,False
ORD001381,CUST00975,2024-02-19,Eye Cream,1,0,26.0,True
ORD001382,CUST00975,2024-06-14,Vitamin C Serum,1,0,22.0,False
ORD001383,CUST00977,2024-12-12,Eye Cream,2,0,52.0,True
ORD001384,CUST00978,2024-03-06,Hydrating Moisturizer,2,0,56.0,True
ORD001385,CUST00979,2024-11-11,Niacinamide Serum,2,15,32.3,True
ORD001386,CUST00980,2024-12-13,Hydrating Moisturizer,2,20,44.8,True
ORD001387,CUST00981,2024-08-17,Gentle Cleanser,2,0,32.0,True
ORD001388,CUST00981,2024-09-15,SPF 50 Sunscreen,1,15,20.4,False
ORD001389,CUST00981,2024-11-11,Eye Cream,1,10,23.4,False
ORD001390,CUST00981,2025-01-18,Niacinamide Serum,2,25,28.5,False
ORD001391,CUST00982,2025-03-22,Retinol Night Cream,2,25,48.0,True
ORD001392,CUST00983,2024-04-07,Niacinamide Serum,1,0,19.0,True
ORD001393,CUST00983,2024-07-25,Hydrating Moisturizer,1,0,28.0,False
ORD001394,CUST00984,2024-03-19,Hydrating Moisturizer,3,20,67.2,True
ORD001395,CUST00985,2025-02-24,Gentle Cleanser,1,10,14.4,True
ORD001396,CUST00986,2024-11-11,Hydrating Moisturizer,1,15,23.8,True
ORD001397,CUST00987,2025-02-01,Niacinamide Serum,2,15,32.3,True
ORD001398,CUST00988,2024-10-18,Niacinamide Serum,2,0,38.0,True
ORD001399,CUST00990,2025-04-23,Hydrating Moisturizer,1,0,28.0,True
ORD001400,CUST00991,2025-04-09,Retinol Night Cream,1,25,24.0,True
ORD001401,CUST00992,2025-02-06,Vitamin C Serum,1,15,18.7,True
ORD001402,CUST00993,2024-07-09,Eye Cream,2,0,52.0,True
ORD001403,CUST00994,2024-12-13,Niacinamide Serum,2,0,38.0,True
ORD001404,CUST00994,2025-02-07,Vitamin C Serum,1,0,22.0,False
ORD001405,CUST00994,2025-06-14,Vitamin C Serum,2,0,44.0,False
ORD001406,CUST00994,2025-06-28,Hydrating Moisturizer,1,0,28.0,False
ORD001407,CUST00995,2024-09-06,Niacinamide Serum,1,0,19.0,True
ORD001408,CUST00997,2025-06-16,Retinol Night Cream,2,0,64.0,True
ORD001409,CUST00998,2024-04-25,Face Mask Set,3,15,51.0,True
ORD001410,CUST00999,2025-07-02,Niacinamide Serum,1,0,19.0,True
ORD001411,CUST01000,2024-10-26,SPF 50 Sunscreen,3,0,72.0,True
ORD001412,CUST01002,2024-11-27,Eye Cream,1,0,26.0,True
ORD001413,CUST01004,2025-02-28,Niacinamide Serum,2,25,28.5,True
ORD001414,CUST01005,2025-04-14,Gentle Cleanser,1,10,14.4,True
ORD001415,CUST01005,2025-04-28,Eye Cream,2,0,52.0,False
ORD001416,CUST01006,2025-01-10,Retinol Night Cream,2,0,64.0,True
ORD001417,CUST01007,2025-02-05,Vitamin C Serum,1,0,22.0,True
ORD001418,CUST01008,2025-05-11,Eye Cream,1,25,19.5,True
ORD001419,CUST01009,2024-06-27,Vitamin C Serum,2,0,44.0,True
ORD001420,CUST01009,2024-10-21,Gentle Cleanser,1,0,16.0,False
ORD001421,CUST01009,2024-11-10,Retinol Night Cream,1,0,32.0,False
ORD001422,CUST01010,2024-11-11,Gentle Cleanser,1,15,13.6,True
ORD001423,CUST01010,2024-12-31,Vitamin C Serum,2,0,44.0,False
ORD001424,CUST01011,2024-06-11,SPF 50 Sunscreen,2,10,43.2,True
ORD001425,CUST01012,2025-07-26,Face Mask Set,1,15,17.0,True
ORD001426,CUST01014,2024-02-28,Vitamin C Serum,3,10,59.4,True
ORD001427,CUST01014,2024-07-01,Retinol Night Cream,1,15,27.2,False
ORD001428,CUST01015,2025-02-12,Niacinamide Serum,1,0,19.0,True
ORD001429,CUST01016,2025-06-22,Vitamin C Serum,3,15,56.1,True
ORD001430,CUST01017,2024-05-21,SPF 50 Sunscreen,1,0,24.0,True
ORD001431,CUST01017,2024-10-08,Face Mask Set,2,0,40.0,False
ORD001432,CUST01017,2024-12-24,Gentle Cleanser,2,0,32.0,False
ORD001433,CUST01017,2025-03-06,Hydrating Moisturizer,1,20,22.4,False
ORD001434,CUST01019,2025-06-17,SPF 50 Sunscreen,1,15,20.4,True
ORD001435,CUST01020,2024-02-21,Eye Cream,1,25,19.5,True
ORD001436,CUST01021,2025-02-07,Retinol Night Cream,2,15,54.4,True
ORD001437,CUST01022,2024-07-22,Vitamin C Serum,1,0,22.0,True
ORD001438,CUST01023,2025-06-20,Vitamin C Serum,3,15,56.1,True
ORD001439,CUST01024,2025-07-15,Vitamin C Serum,1,0,22.0,True
ORD001440,CUST01025,2025-06-29,Eye Cream,1,0,26.0,True
ORD001441,CUST01026,2024-11-08,SPF 50 Sunscreen,1,25,18.0,True
ORD001442,CUST01027,2025-05-16,Niacinamide Serum,3,0,57.0,True
ORD001443,CUST01028,2025-05-09,Retinol Night Cream,1,25,24.0,True
ORD001444,CUST01028,2025-05-26,Gentle Cleanser,1,10,14.4,False
ORD001445,CUST01029,2024-08-08,SPF 50 Sunscreen,1,20,19.2,True
ORD001446,CUST01029,2024-08-22,Face Mask Set,1,25,15.0,False
ORD001447,CUST01029,2024-09-24,Niacinamide Serum,2,15,32.3,False
ORD001448,CUST01030,2025-04-28,Eye Cream,2,0,52.0,True
ORD001449,CUST01031,2024-02-23,Hydrating Moisturizer,2,0,56.0,True
ORD001450,CUST01031,2024-04-26,Face Mask Set,2,0,40.0,False
ORD001451,CUST01032,2024-12-15,Face Mask Set,3,0,60.0,True
ORD001452,CUST01033,2024-06-18,Hydrating Moisturizer,1,0,28.0,True
ORD001453,CUST01033,2024-09-03,Face Mask Set,1,0,20.0,False
ORD001454,CUST01033,2024-09-19,Vitamin C Serum,1,0,22.0,False
ORD001455,CUST01034,2024-04-16,Hydrating Moisturizer,1,0,28.0,True
ORD001456,CUST01034,2024-06-10,SPF 50 Sunscreen,1,0,24.0,False
ORD001457,CUST01034,2024-06-24,Vitamin C Serum,1,0,22.0,False
ORD001458,CUST01034,2024-08-25,Eye Cream,2,0,52.0,False
ORD001459,CUST01035,2024-03-18,Gentle Cleanser,1,0,16.0,True
ORD001460,CUST01035,2024-06-27,Niacinamide Serum,1,0,19.0,False
ORD001461,CUST01035,2024-09-23,Retinol Night Cream,1,0,32.0,False
ORD001462,CUST01035,2024-10-22,Niacinamide Serum,1,0,19.0,False
ORD001463,CUST01035,2024-11-05,Gentle Cleanser,1,0,16.0,False
ORD001464,CUST01035,2024-12-03,SPF 50 Sunscreen,1,0,24.0,False
ORD001465,CUST01036,2025-02-04,Hydrating Moisturizer,2,20,44.8,True
ORD001466,CUST01036,2025-05-05,Niacinamide Serum,1,0,19.0,False
ORD001467,CUST01036,2025-05-28,Gentle Cleanser,2,20,25.6,False
ORD001468,CUST01037,2024-08-21,Vitamin C Serum,1,0,22.0,True
ORD001469,CUST01037,2024-09-04,Eye Cream,1,0,26.0,False
ORD001470,CUST01038,2025-02-23,Niacinamide Serum,3,0,57.0,True
ORD001471,CUST01039,2024-03-11,Face Mask Set,2,0,40.0,True
ORD001472,CUST01040,2024-08-04,Retinol Night Cream,1,0,32.0,True
ORD001473,CUST01040,2024-08-27,Hydrating Moisturizer,2,10,50.4,False
ORD001474,CUST01041,2024-11-25,Vitamin C Serum,2,10,39.6,True
ORD001475,CUST01044,2024-12-27,Eye Cream,1,25,19.5,True
ORD001476,CUST01045,2025-06-02,Face Mask Set,1,25,15.0,True
ORD001477,CUST01046,2024-12-20,Hydrating Moisturizer,1,0,28.0,True
ORD001478,CUST01047,2024-06-18,Vitamin C Serum,2,0,44.0,True
ORD001479,CUST01047,2024-07-02,SPF 50 Sunscreen,2,15,40.8,False
ORD001480,CUST01048,2024-02-18,Face Mask Set,2,0,40.0,True
ORD001481,CUST01049,2025-05-21,Vitamin C Serum,1,0,22.0,True
ORD001482,CUST01050,2024-02-13,Face Mask Set,1,0,20.0,True
ORD001483,CUST01051,2025-05-25,Niacinamide Serum,1,10,17.1,True
ORD001484,CUST01051,2025-06-08,Hydrating Moisturizer,3,0,84.0,False
ORD001485,CUST01052,2024-11-23,Retinol Night Cream,1,20,25.6,True
ORD001486,CUST01054,2025-04-10,Hydrating Moisturizer,1,10,25.2,True
ORD001487,CUST01054,2025-05-07,Face Mask Set,1,15,17.0,False
ORD001488,CUST01055,2025-08-01,Retinol Night Cream,1,0,32.0,True
ORD001489,CUST01056,2024-08-30,Face Mask Set,1,0,20.0,True
ORD001490,CUST01057,2025-03-22,Niacinamide Serum,1,20,15.2,True
ORD001491,CUST01057,2025-04-07,Retinol Night Cream,1,10,28.8,False
ORD001492,CUST01058,2024-09-28,Face Mask Set,1,0,20.0,True
ORD001493,CUST01059,2024-11-08,Niacinamide Serum,1,0,19.0,True
ORD001494,CUST01059,2024-11-30,Retinol Night Cream,1,0,32.0,False
ORD001495,CUST01059,2025-01-01,Face Mask Set,2,0,40.0,False
ORD001496,CUST01060,2024-12-26,Retinol Night Cream,2,25,48.0,True
ORD001497,CUST01061,2025-05-27,Retinol Night Cream,1,10,28.8,True
ORD001498,CUST01062,2025-07-23,Gentle Cleanser,1,0,16.0,True
ORD001499,CUST01064,2024-10-09,Niacinamide Serum,2,0,38.0,True
ORD001500,CUST01065,2024-10-10,Retinol Night Cream,3,15,81.6,True
ORD001501,CUST01065,2024-11-27,Niacinamide Serum,1,0,19.0,False
ORD001502,CUST01066,2025-03-04,SPF 50 Sunscreen,3,0,72.0,True
ORD001503,CUST01067,2024-06-20,Vitamin C Serum,1,0,22.0,True
ORD001504,CUST01068,2024-04-08,Hydrating Moisturizer,1,0,28.0,True
ORD001505,CUST01069,2024-09-02,Gentle Cleanser,1,0,16.0,True
ORD001506,CUST01070,2024-07-17,Face Mask Set,1,20,16.0,True
ORD001507,CUST01070,2024-09-14,Eye Cream,1,0,26.0,False
ORD001508,CUST01070,2025-02-26,Vitamin C Serum,1,10,19.8,False
ORD001509,CUST01071,2024-07-21,Niacinamide Serum,1,15,16.15,True
ORD001510,CUST01073,2024-02-28,SPF 50 Sunscreen,1,0,24.0,True
ORD001511,CUST01074,2024-02-13,Retinol Night Cream,2,0,64.0,True
ORD001512,CUST01075,2025-07-24,Hydrating Moisturizer,1,0,28.0,True
ORD001513,CUST01076,2024-10-15,Retinol Night Cream,2,0,64.0,True
ORD001514,CUST01077,2024-09-20,Vitamin C Serum,1,0,22.0,True
ORD001515,CUST01077,2024-10-31,SPF 50 Sunscreen,1,0,24.0,False
ORD001516,CUST01078,2025-01-24,Gentle Cleanser,2,0,32.0,True
ORD001517,CUST01078,2025-02-24,Hydrating Moisturizer,2,0,56.0,False
ORD001518,CUST01078,2025-04-13,Hydrating Moisturizer,2,0,56.0,False
ORD001519,CUST01079,2024-06-12,Retinol Night Cream,1,0,32.0,True
ORD001520,CUST01079,2024-07-09,Retinol Night Cream,3,0,96.0,False
ORD001521,CUST01080,2025-07-02,SPF 50 Sunscreen,1,0,24.0,True
ORD001522,CUST01081,2025-04-02,Retinol Night Cream,1,0,32.0,True
ORD001523,CUST01082,2024-03-28,Gentle Cleanser,2,0,32.0,True
ORD001524,CUST01083,2024-10-09,SPF 50 Sunscreen,2,0,48.0,True
ORD001525,CUST01084,2025-05-28,Face Mask Set,2,0,40.0,True
ORD001526,CUST01085,2025-06-29,Retinol Night Cream,3,15,81.6,True
ORD001527,CUST01086,2024-11-04,Hydrating Moisturizer,1,0,28.0,True
ORD001528,CUST01087,2024-12-19,Retinol Night Cream,3,25,72.0,True
ORD001529,CUST01088,2024-05-14,Hydrating Moisturizer,3,0,84.0,True
ORD001530,CUST01088,2024-07-25,Gentle Cleanser,1,15,13.6,False
ORD001531,CUST01088,2024-08-09,Niacinamide Serum,1,0,19.0,False
ORD001532,CUST01089,2025-07-27,Gentle Cleanser,1,0,16.0,True
ORD001533,CUST01090,2024-06-17,Eye Cream,1,0,26.0,True
ORD001534,CUST01090,2024-08-10,Niacinamide Serum,1,20,15.2,False
ORD001535,CUST01091,2025-06-28,Face Mask Set,1,0,20.0,True
ORD001536,CUST01092,2025-01-04,Niacinamide Serum,1,0,19.0,True
ORD001537,CUST01093,2024-12-17,Niacinamide Serum,1,20,15.2,True
ORD001538,CUST01093,2025-05-15,Eye Cream,3,0,78.0,False
ORD001539,CUST01094,2024-11-18,Gentle Cleanser,3,10,43.2,True
ORD001540,CUST01094,2025-01-08,Vitamin C Serum,1,15,18.7,False
ORD001541,CUST01095,2024-06-19,Gentle Cleanser,1,0,16.0,True
ORD001542,CUST01095,2024-08-20,SPF 50 Sunscreen,1,0,24.0,False
ORD001543,CUST01096,2024-05-18,Face Mask Set,3,0,60.0,True
ORD001544,CUST01097,2024-06-11,Gentle Cleanser,1,0,16.0,True
ORD001545,CUST01098,2024-05-27,Gentle Cleanser,1,0,16.0,True
ORD001546,CUST01099,2025-03-28,Vitamin C Serum,1,15,18.7,True
ORD001547,CUST01100,2024-08-30,Retinol Night Cream,1,20,25.6,True
ORD001548,CUST01100,2024-10-25,Eye Cream,2,15,44.2,False
ORD001549,CUST01100,2024-11-19,Hydrating Moisturizer,2,0,56.0,False
ORD001550,CUST01101,2024-03-10,Hydrating Moisturizer,1,10,25.2,True
ORD001551,CUST01102,2025-07-13,Vitamin C Serum,2,0,44.0,True
ORD001552,CUST01103,2025-06-01,Face Mask Set,1,20,16.0,True
ORD001553,CUST01104,2025-06-21,Vitamin C Serum,1,0,22.0,True
ORD001554,CUST01105,2025-07-29,Face Mask Set,1,0,20.0,True
ORD001555,CUST01106,2024-05-16,Hydrating Moisturizer,1,25,21.0,True
ORD001556,CUST01107,2024-09-26,Eye Cream,1,25,19.5,True
ORD001557,CUST01107,2024-12-22,Gentle Cleanser,1,0,16.0,False
ORD001558,CUST01108,2025-03-15,SPF 50 Sunscreen,2,20,38.4,True
ORD001559,CUST01108,2025-04-10,Vitamin C Serum,2,0,44.0,False
ORD001560,CUST01109,2025-02-05,Retinol Night Cream,2,0,64.0,True
ORD001561,CUST01110,2024-05-05,Retinol Night Cream,1,0,32.0,True
ORD001562,CUST01112,2024-06-16,Vitamin C Serum,1,0,22.0,True
ORD001563,CUST01113,2024-06-15,Gentle Cleanser,1,10,14.4,True
ORD001564,CUST01115,2024-12-14,Eye Cream,1,25,19.5,True
ORD001565,CUST01116,2024-12-06,SPF 50 Sunscreen,2,0,48.0,True
ORD001566,CUST01117,2024-03-29,Hydrating Moisturizer,3,15,71.4,True
ORD001567,CUST01117,2024-04-29,Hydrating Moisturizer,1,15,23.8,False
ORD001568,CUST01119,2024-07-03,Face Mask Set,1,0,20.0,True
ORD001569,CUST01120,2024-04-19,SPF 50 Sunscreen,1,25,18.0,True
ORD001570,CUST01121,2025-06-02,Eye Cream,2,0,52.0,True
ORD001571,CUST01122,2025-07-03,SPF 50 Sunscreen,2,0,48.0,True
ORD001572,CUST01123,2025-05-17,Face Mask Set,1,25,15.0,True
ORD001573,CUST01126,2024-11-28,Gentle Cleanser,1,20,12.8,True
ORD001574,CUST01126,2024-12-12,Hydrating Moisturizer,1,20,22.4,False
ORD001575,CUST01127,2024-03-28,Vitamin C Serum,1,0,22.0,True
ORD001576,CUST01128,2024-10-04,SPF 50 Sunscreen,1,0,24.0,True
ORD001577,CUST01129,2024-09-11,Retinol Night Cream,1,0,32.0,True
ORD001578,CUST01129,2024-09-25,SPF 50 Sunscreen,2,15,40.8,False
ORD001579,CUST01130,2024-07-01,Retinol Night Cream,1,0,32.0,True
ORD001580,CUST01132,2024-11-14,Vitamin C Serum,2,0,44.0,True
ORD001581,CUST01133,2024-03-21,Hydrating Moisturizer,2,0,56.0,True
ORD001582,CUST01133,2024-04-05,SPF 50 Sunscreen,2,10,43.2,False
ORD001583,CUST01134,2024-06-11,Face Mask Set,3,0,60.0,True
ORD001584,CUST01135,2025-01-30,Hydrating Moisturizer,2,0,56.0,True
ORD001585,CUST01136,2024-03-21,Face Mask Set,1,0,20.0,True
ORD001586,CUST01136,2024-04-17,Gentle Cleanser,2,0,32.0,False
ORD001587,CUST01137,2025-05-10,Retinol Night Cream,3,0,96.0,True
ORD001588,CUST01138,2024-11-11,Retinol Night Cream,2,0,64.0,True
ORD001589,CUST01139,2024-11-09,SPF 50 Sunscreen,1,25,18.0,True
ORD001590,CUST01139,2025-01-10,Niacinamide Serum,1,0,19.0,False
ORD001591,CUST01140,2024-12-12,Niacinamide Serum,1,0,19.0,True
ORD001592,CUST01140,2025-05-13,Vitamin C Serum,1,0,22.0,False
ORD001593,CUST01140,2025-06-08,Hydrating Moisturizer,1,0,28.0,False
ORD001594,CUST01141,2025-04-24,Gentle Cleanser,1,0,16.0,True
ORD001595,CUST01141,2025-05-14,Face Mask Set,1,0,20.0,False
ORD001596,CUST01141,2025-05-28,Retinol Night Cream,1,0,32.0,False
ORD001597,CUST01142,2024-08-28,Retinol Night Cream,1,0,32.0,True
ORD001598,CUST01143,2025-01-23,Eye Cream,2,0,52.0,True
ORD001599,CUST01144,2024-12-04,Face Mask Set,2,20,32.0,True
ORD001600,CUST01145,2024-07-06,Retinol Night Cream,1,20,25.6,True
ORD001601,CUST01146,2025-05-29,Niacinamide Serum,1,0,19.0,True
ORD001602,CUST01147,2025-04-08,Face Mask Set,1,0,20.0,True
ORD001603,CUST01147,2025-06-19,Face Mask Set,3,0,60.0,False
ORD001604,CUST01148,2025-01-11,Gentle Cleanser,2,15,27.2,True
ORD001605,CUST01148,2025-02-24,Face Mask Set,2,25,30.0,False
ORD001606,CUST01148,2025-03-20,Retinol Night Cream,1,25,24.0,False
ORD001607,CUST01148,2025-04-03,Niacinamide Serum,1,0,19.0,False
ORD001608,CUST01149,2025-05-09,Hydrating Moisturizer,1,10,25.2,True
ORD001609,CUST01149,2025-05-23,SPF 50 Sunscreen,3,0,72.0,False
ORD001610,CUST01150,2025-05-20,Hydrating Moisturizer,3,0,84.0,True
ORD001611,CUST01151,2025-02-12,Gentle Cleanser,1,0,16.0,True
ORD001612,CUST01151,2025-04-19,Niacinamide Serum,2,0,38.0,False
ORD001613,CUST01151,2025-07-14,Eye Cream,1,15,22.1,False
ORD001614,CUST01152,2025-05-04,Gentle Cleanser,1,0,16.0,True
ORD001615,CUST01153,2025-02-05,SPF 50 Sunscreen,2,10,43.2,True
ORD001616,CUST01154,2025-01-27,Eye Cream,3,0,78.0,True
ORD001617,CUST01154,2025-02-25,SPF 50 Sunscreen,2,20,38.4,False
ORD001618,CUST01155,2024-12-24,Hydrating Moisturizer,1,15,23.8,True
ORD001619,CUST01156,2025-03-14,Hydrating Moisturizer,1,0,28.0,True
ORD001620,CUST01158,2025-05-31,Eye Cream,3,25,58.5,True
ORD001621,CUST01159,2025-05-23,SPF 50 Sunscreen,1,0,24.0,True
ORD001622,CUST01161,2025-04-27,Gentle Cleanser,2,0,32.0,True
ORD001623,CUST01162,2024-04-20,Vitamin C Serum,1,0,22.0,True
ORD001624,CUST01163,2024-08-19,Vitamin C Serum,2,0,44.0,True
ORD001625,CUST01164,2025-03-06,SPF 50 Sunscreen,1,0,24.0,True
ORD001626,CUST01165,2024-05-09,Gentle Cleanser,1,0,16.0,True
