customer_id,signup_date,acquisition_channel,country,age_band,gender
CUST01128,2024-10-02,Google Ads,India,25-34,Female
CUST01129,2024-09-10,Influencer,Saudi Arabia,35-44,Female
CUST01130,2024-06-29,Google Ads,UAE,45-54,Female
CUST01131,2025-02-21,Email/Referral,UAE,25-34,Female
CUST01132,2024-11-11,Influencer,USA,35-44,Female
CUST01133,2024-03-21,Organic/SEO,UAE,25-34,Female
CUST01134,2024-06-11,Meta Ads,Kuwait,25-34,Female
CUST01135,2025-01-27,Email/Referral,UAE,35-44,Female
CUST01136,2024-03-18,Influencer,Kuwait,25-34,Female
CUST01137,2025-05-10,Organic/SEO,USA,25-34,Female
CUST01138,2024-11-11,Meta Ads,Saudi Arabia,45-54,Male
CUST01139,2024-11-07,Meta Ads,UK,25-34,Female
CUST01140,2024-12-11,Google Ads,UAE,35-44,Female
CUST01141,2025-04-24,Organic/SEO,Saudi Arabia,18-24,Female
CUST01142,2024-08-25,Google Ads,Saudi Arabia,35-44,Male
CUST01143,2025-01-23,Meta Ads,UAE,25-34,Female
CUST01144,2024-12-01,Meta Ads,Qatar,25-34,Female
CUST01145,2024-07-03,Meta Ads,Qatar,25-34,Female
CUST01146,2025-05-27,Organic/SEO,Saudi Arabia,35-44,Female
CUST01147,2025-04-07,Influencer,UAE,35-44,Male
CUST01148,2025-01-09,Meta Ads,Qatar,25-34,Female
CUST01149,2025-05-09,Organic/SEO,Qatar,35-44,Female
CUST01150,2025-05-20,Email/Referral,Saudi Arabia,25-34,Female
CUST01151,2025-02-12,Email/Referral,UAE,35-44,Female
CUST01152,2025-05-01,Meta Ads,India,25-34,Male
CUST01153,2025-02-05,Meta Ads,UAE,25-34,Female
CUST01154,2025-01-25,Google Ads,India,25-34,Male
CUST01155,2024-12-21,Meta Ads,Saudi Arabia,45-54,Female
CUST01156,2025-03-11,Organic/SEO,USA,18-24,Male
CUST01157,2024-05-07,Influencer,India,45-54,Female
CUST01158,2025-05-28,Meta Ads,UK,25-34,Female
CUST01159,2025-05-22,Meta Ads,USA,25-34,Male
CUST01160,2024-02-18,Google Ads,USA,45-54,Female
CUST01161,2025-04-24,Influencer,India,18-24,Female
CUST01162,2024-04-19,Google Ads,Saudi Arabia,18-24,Female
CUST01163,2024-08-16,Meta Ads,India,25-34,Female
CUST01164,2025-03-05,Organic/SEO,Saudi Arabia,25-34,Female
CUST01165,2024-05-08,Google Ads,UAE,25-34,Female
CUST01166,2025-04-20,Meta Ads,UAE,25-34,Female
CUST01167,2025-04-28,Google Ads,UAE,25-34,Female
CUST01168,2024-11-15,Meta Ads,UAE,25-34,Female
CUST01169,2024-02-04,Influencer,UAE,35-44,Female
CUST01170,2024-07-15,Meta Ads,UAE,35-44,Female
CUST01171,2024-12-20,Email/Referral,UAE,35-44,Female
CUST01172,2025-07-19,Meta Ads,Saudi Arabia,35-44,Female
CUST01173,2024-12-26,Meta Ads,Qatar,35-44,Other
CUST01174,2024-06-29,Google Ads,UAE,18-24,Male
CUST01175,2024-12-27,Meta Ads,Saudi Arabia,35-44,Male
CUST01176,2024-11-24,Meta Ads,UAE,45-54,Male
CUST01177,2025-03-27,Email/Referral,USA,18-24,Female
CUST01178,2024-04-06,Meta Ads,Saudi Arabia,18-24,Female
CUST01179,2025-03-16,Google Ads,UAE,25-34,Female
CUST01180,2024-11-24,Google Ads,UK,18-24,Female
CUST01181,2025-07-08,Meta Ads,India,35-44,Female
CUST01182,2024-08-21,Meta Ads,UAE,35-44,Female
CUST01183,2024-12-26,Meta Ads,UK,18-24,Female
CUST01184,2025-06-22,Meta Ads,USA,35-44,Male
CUST01185,2024-04-03,Meta Ads,USA,35-44,Female
CUST01186,2025-06-24,Google Ads,Qatar,18-24,Female
CUST01187,2025-01-30,Email/Referral,India,18-24,Female
CUST01188,2024-03-13,Google Ads,Kuwait,18-24,Female
CUST01189,2024-07-24,Google Ads,Saudi Arabia,25-34,Female
CUST01190,2025-02-12,Meta Ads,Saudi Arabia,35-44,Female
CUST01191,2024-03-13,Email/Referral,India,35-44,Female
CUST01192,2024-12-07,Email/Referral,Kuwait,35-44,Female
CUST01193,2024-08-24,Influencer,UAE,18-24,Male
CUST01194,2024-12-22,Influencer,UAE,25-34,Male
CUST01195,2024-02-28,Influencer,India,25-34,Female
CUST01196,2025-05-22,Meta Ads,Qatar,45-54,Female
CUST01197,2025-07-14,Google Ads,UAE,18-24,Female
CUST01198,2025-07-12,Organic/SEO,USA,25-34,Female
CUST01199,2025-03-09,Google Ads,UAE,55+,Male
CUST01200,2024-04-20,Meta Ads,Kuwait,45-54,Female
CUST01201,2025-03-14,Influencer,Kuwait,18-24,Female
CUST01202,2024-02-15,Email/Referral,UK,35-44,Male
CUST01203,2024-02-14,Google Ads,Saudi Arabia,25-34,Male
CUST01204,2024-08-08,Email/Referral,Kuwait,25-34,Female
CUST01205,2024-11-09,Meta Ads,UAE,35-44,Female
CUST01206,2025-03-22,Meta Ads,India,25-34,Female
CUST01207,2025-01-27,Influencer,Saudi Arabia,35-44,Female
CUST01208,2024-10-25,Google Ads,India,35-44,Female
CUST01209,2024-07-07,Email/Referral,Saudi Arabia,18-24,Female
CUST01210,2025-07-29,Meta Ads,UK,18-24,Female
CUST01211,2024-10-13,Google Ads,UK,55+,Female
CUST01212,2024-10-28,Meta Ads,Kuwait,55+,Male
CUST01213,2024-05-10,Google Ads,Saudi Arabia,25-34,Female
CUST01214,2025-04-05,Google Ads,UAE,35-44,Female
CUST01215,2025-02-03,Meta Ads,India,35-44,Female
CUST01216,2024-06-11,Google Ads,Kuwait,35-44,Female
CUST01217,2024-03-22,Google Ads,USA,18-24,Other
CUST01218,2025-01-25,Google Ads,Saudi Arabia,35-44,Female
CUST01219,2025-01-06,Google Ads,India,18-24,Female
CUST01220,2024-07-07,Google Ads,Saudi Arabia,35-44,Female
CUST01221,2025-07-01,Google Ads,India,18-24,Female
CUST01222,2024-05-03,Meta Ads,USA,25-34,Female
CUST01223,2024-10-17,Meta Ads,USA,45-54,Female
CUST01224,2025-06-27,Meta Ads,Saudi Arabia,25-34,Female
CUST01225,2024-10-09,Influencer,UK,25-34,Female
CUST01226,2024-12-28,Meta Ads,UK,45-54,Male
CUST01227,2024-09-25,Organic/SEO,UAE,18-24,Female
CUST01228,2024-07-08,Google Ads,India,25-34,Male
CUST01229,2025-07-21,Google Ads,Kuwait,25-34,Female
CUST01230,2024-10-03,Organic/SEO,Kuwait,25-34,Female
CUST01231,2025-06-04,Meta Ads,USA,18-24,Female
CUST01232,2024-06-15,Google Ads,Saudi Arabia,35-44,Female
CUST01233,2024-06-07,Influencer,UAE,18-24,Female
CUST01234,2024-02-19,Influencer,UAE,25-34,Male
CUST01235,2025-01-04,Google Ads,UAE,45-54,Female
CUST01236,2024-09-08,Influencer,Saudi Arabia,25-34,Female
CUST01237,2025-05-18,Influencer,UAE,25-34,Female
CUST01238,2024-11-05,Influencer,USA,18-24,Female
CUST01239,2025-07-11,Influencer,UAE,45-54,Female
CUST01240,2024-05-24,Organic/SEO,UAE,45-54,Female
CUST01241,2025-05-20,Google Ads,UAE,35-44,Female
CUST01242,2025-03-25,Influencer,India,35-44,Female
CUST01243,2025-03-22,Google Ads,India,45-54,Female
CUST01244,2025-05-06,Meta Ads,Saudi Arabia,25-34,Female
CUST01245,2025-03-16,Google Ads,India,25-34,Female
CUST01246,2024-12-24,Influencer,UAE,25-34,Female
CUST01247,2024-04-20,Influencer,India,18-24,Female
CUST01248,2024-02-20,Influencer,Qatar,25-34,Female
CUST01249,2025-06-16,Email/Referral,Qatar,25-34,Female
CUST01250,2024-12-20,Meta Ads,India,55+,Female
CUST01251,2025-04-07,Meta Ads,India,25-34,Female
CUST01252,2024-11-07,Google Ads,UAE,35-44,Female
CUST01253,2024-04-12,Email/Referral,UAE,18-24,Female
CUST01254,2024-04-17,Meta Ads,USA,35-44,Other
CUST01255,2025-01-28,Google Ads,Saudi Arabia,25-34,Female
CUST01256,2024-10-15,Meta Ads,UAE,25-34,Male
CUST01257,2024-06-01,Meta Ads,India,25-34,Female
CUST01258,2024-11-10,Influencer,Saudi Arabia,35-44,Female
CUST01259,2024-03-11,Meta Ads,UAE,25-34,Female
CUST01260,2024-12-07,Influencer,Kuwait,35-44,Female
CUST01261,2024-07-04,Google Ads,India,45-54,Female
CUST01262,2025-04-07,Meta Ads,USA,25-34,Female
CUST01263,2024-07-30,Organic/SEO,UAE,35-44,Female
CUST01264,2024-10-31,Google Ads,UAE,35-44,Male
CUST01265,2024-02-08,Email/Referral,Saudi Arabia,55+,Female
CUST01266,2024-03-16,Meta Ads,Qatar,35-44,Male
CUST01267,2024-09-22,Influencer,Saudi Arabia,35-44,Male
CUST01268,2024-11-07,Organic/SEO,UK,25-34,Female
CUST01269,2024-12-14,Google Ads,Saudi Arabia,25-34,Female
CUST01270,2024-07-18,Email/Referral,UAE,25-34,Female
CUST01271,2025-02-04,Organic/SEO,USA,45-54,Female
CUST01272,2025-05-15,Meta Ads,Saudi Arabia,25-34,Female
CUST01273,2025-03-27,Email/Referral,UK,25-34,Female
CUST01274,2024-02-25,Meta Ads,Kuwait,35-44,Male
CUST01275,2024-11-07,Influencer,UAE,35-44,Female
CUST01276,2024-04-04,Organic/SEO,India,18-24,Male
CUST01277,2024-06-21,Influencer,India,18-24,Female
CUST01278,2025-07-22,Meta Ads,India,35-44,Female
CUST01279,2024-04-27,Influencer,Saudi Arabia,45-54,Female
CUST01280,2024-11-12,Meta Ads,UAE,25-34,Female
CUST01281,2024-12-21,Meta Ads,UAE,25-34,Female
CUST01282,2025-02-08,Influencer,India,25-34,Female
CUST01283,2024-11-29,Meta Ads,UAE,35-44,Female
CUST01284,2024-02-06,Meta Ads,UAE,35-44,Female
CUST01285,2024-08-10,Google Ads,UAE,25-34,Female
CUST01286,2024-11-17,Meta Ads,UAE,25-34,Female
CUST01287,2024-03-25,Influencer,India,45-54,Female
CUST01288,2024-08-27,Influencer,Saudi Arabia,35-44,Female
CUST01289,2024-02-21,Influencer,India,55+,Female
CUST01290,2024-03-19,Google Ads,UAE,35-44,Male
CUST01291,2024-09-25,Google Ads,Saudi Arabia,35-44,Female
CUST01292,2024-04-21,Google Ads,UAE,25-34,Male
CUST01293,2024-12-01,Influencer,Kuwait,25-34,Female
CUST01294,2025-01-31,Influencer,USA,45-54,Female
CUST01295,2025-04-09,Meta Ads,Saudi Arabia,25-34,Female
CUST01296,2024-06-01,Meta Ads,UK,35-44,Female
CUST01297,2024-05-13,Meta Ads,USA,35-44,Female
CUST01298,2024-04-04,Influencer,USA,25-34,Female
CUST01299,2024-12-28,Google Ads,India,25-34,Male
CUST01300,2025-02-11,Google Ads,Saudi Arabia,35-44,Female
CUST01301,2024-02-20,Organic/SEO,Saudi Arabia,35-44,Female
CUST01302,2025-06-24,Meta Ads,UK,18-24,Male
CUST01303,2024-03-03,Influencer,Saudi Arabia,35-44,Female
CUST01304,2024-11-24,Influencer,USA,18-24,Male
CUST01305,2025-02-12,Meta Ads,UAE,35-44,Female
CUST01306,2025-05-22,Google Ads,Saudi Arabia,35-44,Female
CUST01307,2025-02-15,Organic/SEO,Kuwait,45-54,Female
CUST01308,2025-04-10,Meta Ads,UAE,18-24,Female
CUST01309,2024-08-19,Google Ads,India,18-24,Female
CUST01310,2025-04-18,Meta Ads,India,45-54,Female
CUST01311,2024-03-20,Email/Referral,Saudi Arabia,55+,Female
CUST01312,2025-06-04,Meta Ads,UAE,55+,Female
CUST01313,2024-11-26,Meta Ads,UAE,25-34,Female
CUST01314,2025-04-19,Meta Ads,UK,35-44,Female
CUST01315,2024-10-29,Email/Referral,USA,25-34,Female
CUST01316,2024-12-30,Google Ads,Saudi Arabia,25-34,Female
CUST01317,2024-11-20,Google Ads,UK,25-34,Female
CUST01318,2025-02-26,Google Ads,Kuwait,45-54,Female
CUST01319,2024-03-21,Email/Referral,UK,18-24,Female
CUST01320,2024-03-08,Meta Ads,UK,25-34,Female
CUST01321,2024-06-23,Email/Referral,UAE,35-44,Female
CUST01322,2024-05-08,Google Ads,USA,35-44,Female
CUST01323,2025-05-22,Meta Ads,India,25-34,Female
CUST01324,2024-06-10,Google Ads,UAE,35-44,Female
CUST01325,2025-07-16,Organic/SEO,UAE,25-34,Female
CUST01326,2024-08-17,Google Ads,Saudi Arabia,55+,Female
CUST01327,2024-05-21,Organic/SEO,UAE,25-34,Female
CUST01328,2025-04-02,Meta Ads,UK,55+,Other
CUST01329,2025-01-09,Organic/SEO,Saudi Arabia,18-24,Male
CUST01330,2024-11-12,Meta Ads,Saudi Arabia,35-44,Male
CUST01331,2024-11-28,Meta Ads,India,35-44,Female
CUST01332,2025-02-18,Meta Ads,Saudi Arabia,35-44,Female
CUST01333,2024-06-14,Google Ads,Saudi Arabia,35-44,Female
CUST01334,2025-07-28,Email/Referral,USA,25-34,Female
CUST01335,2025-07-15,Email/Referral,UK,35-44,Female
CUST01336,2025-01-03,Meta Ads,Saudi Arabia,18-24,Female
CUST01337,2024-06-01,Email/Referral,USA,35-44,Female
CUST01338,2025-01-25,Meta Ads,India,45-54,Female
CUST01339,2024-03-15,Meta Ads,UAE,45-54,Female
CUST01340,2024-02-19,Meta Ads,UAE,35-44,Female
CUST01341,2024-06-28,Google Ads,USA,25-34,Female
CUST01342,2024-11-02,Google Ads,USA,45-54,Female
CUST01343,2025-05-20,Meta Ads,UAE,45-54,Female
CUST01344,2025-02-23,Google Ads,Qatar,35-44,Female
CUST01345,2025-03-05,Google Ads,India,25-34,Female
CUST01346,2024-10-12,Meta Ads,India,35-44,Female
CUST01347,2024-08-24,Meta Ads,Saudi Arabia,25-34,Female
CUST01348,2024-09-09,Organic/SEO,India,25-34,Female
CUST01349,2025-07-23,Google Ads,UAE,45-54,Female
CUST01350,2024-02-25,Email/Referral,Saudi Arabia,35-44,Male
CUST01351,2025-05-19,Influencer,UAE,45-54,Female
CUST01352,2024-12-06,Email/Referral,Saudi Arabia,45-54,Male
CUST01353,2024-10-20,Meta Ads,UAE,18-24,Female
CUST01354,2025-02-22,Google Ads,USA,35-44,Female
CUST01355,2024-11-09,Influencer,UAE,25-34,Female
CUST01356,2025-05-23,Meta Ads,India,35-44,Male
CUST01357,2025-06-07,Meta Ads,UAE,18-24,Female
CUST01358,2024-10-10,Meta Ads,UAE,18-24,Female
CUST01359,2024-07-09,Meta Ads,Kuwait,35-44,Male
CUST01360,2024-12-11,Email/Referral,India,35-44,Female
CUST01361,2025-06-13,Email/Referral,UAE,35-44,Male
CUST01362,2024-06-06,Influencer,Qatar,45-54,Female
CUST01363,2024-12-23,Meta Ads,Saudi Arabia,45-54,Female
CUST01364,2024-12-26,Email/Referral,UAE,25-34,Male
CUST01365,2025-02-27,Organic/SEO,Saudi Arabia,18-24,Female
CUST01366,2024-04-21,Organic/SEO,Saudi Arabia,25-34,Female
CUST01367,2025-02-16,Email/Referral,UAE,25-34,Female
CUST01368,2025-06-11,Email/Referral,India,18-24,Female
CUST01369,2024-05-20,Meta Ads,UK,25-34,Female
CUST01370,2024-06-19,Email/Referral,UK,18-24,Female
CUST01371,2025-07-13,Influencer,UAE,25-34,Male
CUST01372,2024-05-21,Meta Ads,India,45-54,Female
CUST01373,2025-05-12,Meta Ads,UK,45-54,Female
CUST01374,2024-11-10,Google Ads,Kuwait,25-34,Female
CUST01375,2024-06-23,Organic/SEO,USA,35-44,Female
CUST01376,2025-05-22,Meta Ads,Qatar,35-44,Female
CUST01377,2024-10-24,Influencer,Kuwait,25-34,Female
CUST01378,2024-11-17,Google Ads,India,55+,Female
CUST01379,2024-09-02,Google Ads,Qatar,18-24,Female
CUST01380,2024-12-11,Organic/SEO,India,18-24,Female
CUST01381,2024-05-10,Google Ads,UAE,35-44,Male
CUST01382,2024-09-21,Influencer,Saudi Arabia,18-24,Female
CUST01383,2025-07-12,Organic/SEO,UAE,18-24,Female
CUST01384,2024-06-28,Influencer,Saudi Arabia,18-24,Female
CUST01385,2025-01-08,Meta Ads,India,45-54,Female
CUST01386,2024-08-09,Email/Referral,UAE,18-24,Male
CUST01387,2025-03-23,Meta Ads,UAE,35-44,Female
CUST01388,2024-04-20,Google Ads,UK,45-54,Female
CUST01389,2025-07-12,Influencer,Kuwait,18-24,Female
CUST01390,2024-10-30,Influencer,Saudi Arabia,45-54,Female
CUST01391,2024-06-18,Organic/SEO,UAE,18-24,Female
CUST01392,2024-03-16,Meta Ads,USA,25-34,Female
CUST01393,2024-05-14,Influencer,USA,18-24,Female
CUST01394,2024-11-18,Organic/SEO,UAE,35-44,Female
CUST01395,2024-08-17,Organic/SEO,Qatar,35-44,Female
CUST01396,2025-04-26,Email/Referral,India,18-24,Male
CUST01397,2024-10-16,Organic/SEO,UK,35-44,Female
CUST01398,2024-06-24,Meta Ads,UAE,25-34,Female
CUST01399,2024-12-20,Influencer,Saudi Arabia,45-54,Female
CUST01400,2025-02-11,Meta Ads,USA,35-44,Female
CUST01401,2024-05-12,Meta Ads,Saudi Arabia,18-24,Female
CUST01402,2024-05-13,Meta Ads,UK,45-54,Female
CUST01403,2024-02-23,Organic/SEO,USA,35-44,Female
CUST01404,2025-03-01,Influencer,India,25-34,Male
CUST01405,2025-01-13,Influencer,UAE,18-24,Female
CUST01406,2024-11-05,Email/Referral,India,35-44,Female
CUST01407,2025-05-06,Meta Ads,UAE,18-24,Female
CUST01408,2025-04-12,Meta Ads,Saudi Arabia,35-44,Female
CUST01409,2024-12-08,Meta Ads,USA,35-44,Female
CUST01410,2025-05-20,Meta Ads,USA,35-44,Male
CUST01411,2024-06-04,Google Ads,UAE,35-44,Female
CUST01412,2024-04-09,Influencer,UAE,25-34,Female
CUST01413,2024-07-05,Organic/SEO,UK,18-24,Female
CUST01414,2024-03-06,Email/Referral,UAE,35-44,Female
CUST01415,2024-11-21,Meta Ads,Kuwait,35-44,Female
CUST01416,2025-06-24,Meta Ads,UAE,35-44,Female
CUST01417,2024-02-24,Organic/SEO,Saudi Arabia,18-24,Female
CUST01418,2024-04-15,Email/Referral,Saudi Arabia,25-34,Female
CUST01419,2024-10-29,Google Ads,Kuwait,18-24,Male
CUST01420,2025-06-23,Google Ads,Saudi Arabia,18-24,Female
CUST01421,2024-08-02,Influencer,Qatar,25-34,Female
CUST01422,2024-11-14,Influencer,UAE,18-24,Male
CUST01423,2024-02-26,Google Ads,UAE,25-34,Male
CUST01424,2024-05-01,Influencer,USA,35-44,Female
CUST01425,2025-07-22,Meta Ads,Qatar,45-54,Female
CUST01426,2025-07-09,Email/Referral,Saudi Arabia,55+,Female
CUST01427,2024-02-04,Organic/SEO,UAE,35-44,Female
CUST01428,2025-07-01,Meta Ads,Saudi Arabia,25-34,Male
CUST01429,2024-12-29,Influencer,UAE,25-34,Female
CUST01430,2025-05-20,Email/Referral,UAE,25-34,Female
CUST01431,2024-10-30,Meta Ads,India,25-34,Male
CUST01432,2024-11-17,Organic/SEO,Saudi Arabia,25-34,Female
CUST01433,2024-11-09,Meta Ads,UK,45-54,Female
CUST01434,2025-01-15,Meta Ads,India,18-24,Female
CUST01435,2024-04-26,Meta Ads,UK,45-54,Female
CUST01436,2024-02-19,Meta Ads,Saudi Arabia,35-44,Male
CUST01437,2024-07-28,Google Ads,USA,25-34,Female
CUST01438,2025-02-10,Influencer,USA,18-24,Male
CUST01439,2024-06-02,Meta Ads,UAE,25-34,Female
CUST01440,2025-01-20,Email/Referral,India,35-44,Male
CUST01441,2025-07-12,Meta Ads,Kuwait,35-44,Female
CUST01442,2024-03-29,Email/Referral,UK,45-54,Female
CUST01443,2025-01-19,Google Ads,India,25-34,Female
CUST01444,2024-10-24,Influencer,UAE,35-44,Female
CUST01445,2025-05-20,Email/Referral,UAE,18-24,Female
CUST01446,2024-05-18,Email/Referral,India,55+,Female
CUST01447,2025-02-02,Organic/SEO,UAE,25-34,Female
CUST01448,2025-05-02,Influencer,UAE,18-24,Female
CUST01449,2025-06-28,Google Ads,India,18-24,Female
CUST01450,2025-01-27,Influencer,India,25-34,Female
CUST01451,2024-11-12,Organic/SEO,Kuwait,35-44,Male
CUST01452,2024-12-21,Meta Ads,Kuwait,25-34,Female
CUST01453,2025-05-21,Email/Referral,UAE,55+,Female
CUST01454,2024-12-03,Meta Ads,UK,25-34,Male
CUST01455,2024-02-19,Google Ads,India,25-34,Male
CUST01456,2025-06-21,Google Ads,UAE,25-34,Female
CUST01457,2025-01-31,Influencer,UAE,18-24,Male
CUST01458,2025-01-22,Meta Ads,Kuwait,35-44,Female
CUST01459,2024-06-09,Meta Ads,India,25-34,Female
CUST01460,2025-01-09,Influencer,USA,25-34,Female
CUST01461,2024-09-23,Meta Ads,USA,18-24,Female
CUST01462,2025-01-04,Google Ads,Qatar,35-44,Female
CUST01463,2024-04-05,Google Ads,Saudi Arabia,18-24,Male
CUST01464,2025-01-09,Organic/SEO,UAE,55+,Male
CUST01465,2025-07-30,Influencer,UK,18-24,Female
CUST01466,2024-03-01,Meta Ads,Saudi Arabia,18-24,Female
CUST01467,2025-07-17,Meta Ads,India,18-24,Female
CUST01468,2024-10-01,Meta Ads,Saudi Arabia,25-34,Female
CUST01469,2025-05-22,Meta Ads,Kuwait,25-34,Female
CUST01470,2025-03-29,Meta Ads,Saudi Arabia,25-34,Female
CUST01471,2024-12-01,Organic/SEO,Qatar,25-34,Female
CUST01472,2025-03-02,Google Ads,UAE,45-54,Other
CUST01473,2025-05-26,Influencer,UAE,25-34,Male
CUST01474,2024-09-29,Google Ads,UK,35-44,Male
CUST01475,2024-08-10,Meta Ads,India,25-34,Female
CUST01476,2025-01-16,Organic/SEO,Saudi Arabia,18-24,Female
CUST01477,2025-04-13,Influencer,India,25-34,Male
CUST01478,2025-03-17,Meta Ads,UAE,25-34,Female
CUST01479,2025-04-07,Influencer,UAE,25-34,Female
CUST01480,2024-10-19,Meta Ads,India,45-54,Male
CUST01481,2025-04-20,Google Ads,UAE,45-54,Female
CUST01482,2024-04-14,Google Ads,UAE,25-34,Male
CUST01483,2024-11-25,Email/Referral,UAE,35-44,Female
CUST01484,2024-02-04,Email/Referral,USA,25-34,Male
CUST01485,2024-08-08,Email/Referral,Saudi Arabia,45-54,Female
CUST01486,2024-09-06,Influencer,UAE,25-34,Female
CUST01487,2024-09-25,Email/Referral,Qatar,18-24,Male
CUST01488,2025-02-04,Organic/SEO,UAE,25-34,Male
CUST01489,2024-09-20,Google Ads,India,35-44,Female
CUST01490,2024-10-27,Meta Ads,UAE,25-34,Female
CUST01491,2024-06-19,Meta Ads,USA,45-54,Female
CUST01492,2024-09-11,Influencer,Saudi Arabia,18-24,Female
CUST01493,2024-06-14,Meta Ads,Qatar,45-54,Female
CUST01494,2024-03-16,Influencer,Kuwait,25-34,Female
CUST01495,2024-12-15,Influencer,UAE,18-24,Female
CUST01496,2025-01-16,Email/Referral,UAE,35-44,Female
CUST01497,2024-12-21,Influencer,USA,35-44,Female
CUST01498,2024-11-02,Influencer,UAE,25-34,Female
CUST01499,2024-09-15,Organic/SEO,UAE,18-24,Female
CUST01500,2025-05-17,Email/Referral,UAE,18-24,Female
CUST01501,2024-11-18,Google Ads,Kuwait,25-34,Female
CUST01502,2024-11-07,Google Ads,Kuwait,25-34,Female
CUST01503,2024-02-16,Meta Ads,UAE,35-44,Female
CUST01504,2024-08-20,Email/Referral,USA,35-44,Female
CUST01505,2024-09-15,Influencer,UK,18-24,Female
CUST01506,2024-09-26,Organic/SEO,UAE,25-34,Female
CUST01507,2024-12-06,Google Ads,Saudi Arabia,45-54,Female
CUST01508,2024-11-22,Meta Ads,UAE,18-24,Male
CUST01509,2024-12-17,Influencer,USA,25-34,Female
CUST01510,2025-03-18,Influencer,UK,18-24,Female
CUST01511,2025-04-17,Meta Ads,USA,45-54,Female
CUST01512,2025-02-18,Meta Ads,Saudi Arabia,35-44,Male
CUST01513,2025-07-03,Influencer,UK,25-34,Female
CUST01514,2024-02-12,Meta Ads,USA,25-34,Male
CUST01515,2024-05-30,Meta Ads,UAE,18-24,Female
CUST01516,2024-02-05,Meta Ads,UK,35-44,Female
CUST01517,2025-01-01,Organic/SEO,UK,18-24,Female
CUST01518,2025-06-06,Organic/SEO,India,18-24,Female
CUST01519,2024-06-22,Meta Ads,UAE,35-44,Female
CUST01520,2025-06-19,Organic/SEO,Kuwait,25-34,Male
CUST01521,2024-03-08,Meta Ads,Saudi Arabia,18-24,Male
CUST01522,2025-06-23,Email/Referral,Kuwait,25-34,Female
CUST01523,2024-08-28,Google Ads,UK,25-34,Female
CUST01524,2024-04-02,Meta Ads,India,18-24,Female
CUST01525,2024-11-09,Meta Ads,UAE,45-54,Female
CUST01526,2024-06-28,Email/Referral,UAE,25-34,Female
CUST01527,2024-07-14,Organic/SEO,Saudi Arabia,35-44,Female
CUST01528,2024-07-28,Email/Referral,UAE,25-34,Female
CUST01529,2025-04-10,Meta Ads,UAE,18-24,Other
CUST01530,2024-11-23,Meta Ads,UAE,18-24,Female
CUST01531,2024-07-30,Organic/SEO,India,18-24,Female
CUST01532,2024-12-18,Meta Ads,UAE,35-44,Female
CUST01533,2025-02-17,Email/Referral,Saudi Arabia,25-34,Female
CUST01534,2024-07-07,Email/Referral,UAE,18-24,Male
CUST01535,2024-10-05,Google Ads,UK,18-24,Other
CUST01536,2024-04-15,Google Ads,UAE,25-34,Female
CUST01537,2024-05-21,Meta Ads,UAE,25-34,Female
CUST01538,2025-01-25,Meta Ads,Kuwait,55+,Female
CUST01539,2024-05-21,Email/Referral,Saudi Arabia,35-44,Other
CUST01540,2024-11-19,Meta Ads,USA,35-44,Female
CUST01541,2025-02-12,Organic/SEO,India,25-34,Male
CUST01542,2024-04-06,Influencer,Saudi Arabia,25-34,Female
CUST01543,2024-12-01,Google Ads,Saudi Arabia,25-34,Female
CUST01544,2024-06-28,Meta Ads,UAE,25-34,Female
CUST01545,2025-07-08,Meta Ads,UAE,18-24,Female
CUST01546,2024-11-08,Influencer,Qatar,25-34,Female
CUST01547,2025-04-12,Meta Ads,India,18-24,Female
CUST01548,2024-11-26,Organic/SEO,UK,35-44,Female
CUST01549,2024-02-27,Influencer,Saudi Arabia,25-34,Female
CUST01550,2024-12-26,Email/Referral,India,55+,Female
CUST01551,2025-07-01,Google Ads,Kuwait,25-34,Female
CUST01552,2024-12-14,Google Ads,Saudi Arabia,18-24,Female
CUST01553,2025-04-20,Email/Referral,Saudi Arabia,35-44,Female
CUST01554,2025-05-30,Meta Ads,UK,25-34,Female
CUST01555,2024-06-14,Influencer,UK,35-44,Female
CUST01556,2024-06-07,Google Ads,USA,25-34,Female
CUST01557,2024-12-18,Google Ads,Qatar,35-44,Female
CUST01558,2024-10-04,Email/Referral,Saudi Arabia,18-24,Female
CUST01559,2025-05-03,Organic/SEO,Saudi Arabia,35-44,Female
CUST01560,2025-06-07,Email/Referral,Saudi Arabia,18-24,Female
CUST01561,2024-08-29,Google Ads,Saudi Arabia,35-44,Female
CUST01562,2024-06-18,Influencer,India,45-54,Female
CUST01563,2025-03-28,Meta Ads,Saudi Arabia,18-24,Female
CUST01564,2024-07-08,Google Ads,USA,25-34,Male
CUST01565,2025-04-22,Meta Ads,UK,35-44,Other
CUST01566,2024-10-11,Google Ads,Saudi Arabia,25-34,Male
CUST01567,2025-01-16,Meta Ads,UK,25-34,Female
CUST01568,2024-03-30,Organic/SEO,Saudi Arabia,35-44,Female
CUST01569,2024-12-23,Google Ads,Saudi Arabia,45-54,Male
CUST01570,2024-10-28,Organic/SEO,India,25-34,Female
CUST01571,2024-12-09,Email/Referral,Saudi Arabia,25-34,Female
CUST01572,2024-05-13,Meta Ads,USA,18-24,Female
CUST01573,2025-03-01,Meta Ads,USA,25-34,Female
CUST01574,2025-05-17,Organic/SEO,UK,25-34,Male
