date,channel,spend,impressions,clicks
2024-06-04,Google Ads,223.68,22430,421
2024-06-04,Influencer,90.23,8013,117
2024-06-04,Organic/SEO,12.9,1722,33
2024-06-04,Email/Referral,20.63,1752,43
2024-06-05,Meta Ads,231.46,32098,1000
2024-06-05,Google Ads,189.72,24001,355
2024-06-05,Influencer,121.38,10253,191
2024-06-05,Organic/SEO,10.9,1342,29
2024-06-05,Email/Referral,21.15,2345,28
2024-06-06,Meta Ads,267.05,34714,1131
2024-06-06,Google Ads,203.42,25471,733
2024-06-06,Influencer,92.83,8341,98
2024-06-06,Organic/SEO,12.74,1381,48
2024-06-06,Email/Referral,14.9,1841,50
2024-06-07,Meta Ads,192.51,16076,380
2024-06-07,Google Ads,218.44,30558,579
2024-06-07,Influencer,144.82,14904,405
2024-06-07,Organic/SEO,18.17,1511,18
2024-06-07,Email/Referral,6.9,705,20
2024-06-08,Meta Ads,188.05,21879,376
2024-06-08,Google Ads,229.75,29385,863
2024-06-08,Influencer,118.74,11526,348
2024-06-08,Organic/SEO,10.13,986,14
2024-06-08,Email/Referral,19.65,2381,62
2024-06-09,Meta Ads,222.15,19107,626
2024-06-09,Google Ads,195.9,20455,505
2024-06-09,Influencer,95.43,8393,169
2024-06-09,Organic/SEO,10.93,1034,33
2024-06-09,Email/Referral,16.85,1836,50
2024-06-10,Meta Ads,297.4,25794,795
2024-06-10,Google Ads,204.83,18182,316
2024-06-10,Influencer,115.76,14061,225
2024-06-10,Organic/SEO,16.93,2049,43
2024-06-10,Email/Referral,23.33,3083,67
2024-06-11,Meta Ads,300.4,25394,256
2024-06-11,Google Ads,181.04,21012,540
2024-06-11,Influencer,115.35,10092,143
2024-06-11,Organic/SEO,23.12,3053,81
2024-06-11,Email/Referral,19.45,2253,33
2024-06-12,Meta Ads,223.93,27264,638
2024-06-12,Google Ads,138.67,19027,592
2024-06-12,Influencer,100.19,11720,387
2024-06-12,Organic/SEO,8.37,922,19
2024-06-12,Email/Referral,14.5,1886,36
2024-06-13,Meta Ads,172.74,14501,160
2024-06-13,Google Ads,184.37,22696,342
2024-06-13,Influencer,127.28,15429,252
2024-06-13,Organic/SEO,18.21,2205,47
2024-06-13,Email/Referral,13.07,1531,52
2024-06-14,Meta Ads,223.73,23156,500
2024-06-14,Google Ads,145.42,16460,299
2024-06-14,Influencer,90.42,9763,98
2024-06-14,Organic/SEO,14.33,1237,13
2024-06-14,Email/Referral,22.58,3047,46
2024-06-15,Meta Ads,239.52,23156,517
2024-06-15,Google Ads,187.59,18035,496
2024-06-15,Influencer,90.78,7551,220
2024-06-15,Organic/SEO,19.49,2142,46
2024-06-15,Email/Referral,16.2,1720,34
2024-06-16,Meta Ads,233.96,26135,713
2024-06-16,Google Ads,219.71,22554,458
2024-06-16,Influencer,108.13,12131,258
2024-06-16,Organic/SEO,23.85,2904,94
2024-06-16,Email/Referral,20.33,2810,72
2024-06-17,Meta Ads,299.08,26764,302
2024-06-17,Google Ads,204.26,28394,580
2024-06-17,Influencer,96.79,10771,282
2024-06-17,Organic/SEO,12.65,1554,53
2024-06-17,Email/Referral,23.99,2338,42
2024-06-18,Meta Ads,215.96,22389,280
2024-06-18,Google Ads,225.65,22998,735
2024-06-18,Influencer,146.97,11973,415
2024-06-18,Organic/SEO,20.35,2263,44
2024-06-18,Email/Referral,16.61,1652,42
2024-06-19,Meta Ads,176.85,20738,350
2024-06-19,Google Ads,138.56,15679,383
2024-06-19,Influencer,111.85,9433,305
2024-06-19,Organic/SEO,18.42,1601,36
2024-06-19,Email/Referral,16.2,1354,34
2024-06-20,Meta Ads,277.29,34644,522
2024-06-20,Google Ads,237.39,23870,803
2024-06-20,Influencer,86.94,9491,236
2024-06-20,Organic/SEO,11.33,1430,36
2024-06-20,Email/Referral,6.85,798,17
2024-06-21,Meta Ads,191.32,26735,866
2024-06-21,Google Ads,170.72,19199,343
2024-06-21,Influencer,136.34,18517,351
2024-06-21,Organic/SEO,22.21,2440,48
2024-06-21,Email/Referral,24.8,2743,59
2024-06-22,Meta Ads,258.21,24703,447
2024-06-22,Google Ads,245.55,29640,908
2024-06-22,Influencer,100.93,11367,389
2024-06-22,Organic/SEO,12.71,1139,25
2024-06-22,Email/Referral,14.06,1259,40
2024-06-23,Meta Ads,302.9,34565,1015
2024-06-23,Google Ads,237.01,28929,321
2024-06-23,Influencer,92.97,7833,80
2024-06-23,Organic/SEO,12.47,1291,20
2024-06-23,Email/Referral,7.76,867,14
2024-06-24,Meta Ads,275.56,22177,688
2024-06-24,Google Ads,248.21,30521,864
2024-06-24,Influencer,147.44,13644,475
2024-06-24,Organic/SEO,21.58,2667,50
2024-06-24,Email/Referral,17.14,2043,52
2024-06-25,Meta Ads,262.78,22321,421
2024-06-25,Google Ads,187.28,17911,256
2024-06-25,Influencer,91.65,9346,208
2024-06-25,Organic/SEO,7.73,1057,30
2024-06-25,Email/Referral,20.75,1875,47
2024-06-26,Meta Ads,238.17,33093,949
2024-06-26,Google Ads,203.86,26715,370
2024-06-26,Influencer,82.97,10073,125
2024-06-26,Organic/SEO,8.75,1090,18
2024-06-26,Email/Referral,18.76,2533,45
2024-06-27,Meta Ads,194.29,16785,222
2024-06-27,Google Ads,143.78,12258,254
2024-06-27,Influencer,104.42,12780,405
2024-06-27,Organic/SEO,21.8,2438,30
2024-06-27,Email/Referral,20.34,2069,25
2024-06-28,Meta Ads,282.08,28290,437
2024-06-28,Google Ads,238.46,31984,590
2024-06-28,Influencer,106.81,12259,347
2024-06-28,Organic/SEO,7.73,893,30
2024-06-28,Email/Referral,11.61,1561,52
2024-06-29,Meta Ads,201.59,25249,403
2024-06-29,Google Ads,222.8,28483,460
2024-06-29,Influencer,132.15,17011,322
2024-06-29,Organic/SEO,9.77,835,20
2024-06-29,Email/Referral,25.57,3308,69
2024-06-30,Meta Ads,239.14,23141,325
2024-06-30,Google Ads,192.9,20796,479
2024-06-30,Influencer,148.79,17294,434
2024-06-30,Organic/SEO,9.0,1258,36
2024-06-30,Email/Referral,23.61,2475,55
2024-07-01,Meta Ads,182.39,16715,455
2024-07-01,Google Ads,186.27,16731,203
2024-07-01,Influencer,102.86,9914,253
2024-07-01,Organic/SEO,15.44,1533,46
2024-07-01,Email/Referral,13.25,1750,50
2024-07-02,Meta Ads,219.81,17850,287
2024-07-02,Google Ads,113.1,12047,388
2024-07-02,Influencer,88.25,11559,210
2024-07-02,Organic/SEO,10.09,1349,27
2024-07-02,Email/Referral,16.85,1587,53
2024-07-03,Meta Ads,188.05,23611,288
2024-07-03,Google Ads,149.34,20020,639
2024-07-03,Influencer,65.53,6436,135
2024-07-03,Organic/SEO,7.58,938,13
2024-07-03,Email/Referral,10.2,1221,26
2024-07-04,Meta Ads,205.77,28328,365
2024-07-04,Google Ads,168.86,15842,322
2024-07-04,Influencer,64.77,5709,102
2024-07-04,Organic/SEO,10.13,1357,38
2024-07-04,Email/Referral,19.58,2270,36
2024-07-05,Meta Ads,161.39,16008,290
2024-07-05,Google Ads,165.57,18518,363
2024-07-05,Influencer,71.05,5778,89
2024-07-05,Organic/SEO,6.61,840,10
2024-07-05,Email/Referral,15.86,1635,19
2024-07-06,Meta Ads,213.77,24536,389
2024-07-06,Google Ads,185.52,15345,230
2024-07-06,Influencer,103.61,12698,218
2024-07-06,Organic/SEO,5.93,779,13
2024-07-06,Email/Referral,7.94,881,28
2024-07-07,Meta Ads,130.7,16461,400
2024-07-07,Google Ads,143.29,17860,609
2024-07-07,Influencer,75.38,6680,219
2024-07-07,Organic/SEO,15.03,1597,38
2024-07-07,Email/Referral,16.18,2044,67
2024-07-08,Meta Ads,172.1,16797,436
2024-07-08,Google Ads,142.42,16474,337
2024-07-08,Influencer,71.26,7707,210
2024-07-08,Organic/SEO,16.99,1862,26
2024-07-08,Email/Referral,11.22,1426,28
2024-07-09,Meta Ads,201.23,22222,356
2024-07-09,Google Ads,176.65,15024,347
2024-07-09,Influencer,74.28,6241,140
2024-07-09,Organic/SEO,12.49,1528,43
2024-07-09,Email/Referral,15.92,1664,42
2024-07-10,Meta Ads,188.31,19827,494
2024-07-10,Google Ads,190.25,17421,568
2024-07-10,Influencer,65.89,6490,111
2024-07-10,Organic/SEO,14.4,1265,40
2024-07-10,Email/Referral,17.43,2076,44
2024-07-11,Meta Ads,226.76,29443,661
2024-07-11,Google Ads,168.17,19174,473
2024-07-11,Influencer,80.87,8711,104
2024-07-11,Organic/SEO,10.36,1261,42
2024-07-11,Email/Referral,19.45,2204,55
2024-07-12,Meta Ads,146.06,17778,209
2024-07-12,Google Ads,130.62,15687,278
2024-07-12,Influencer,65.69,8533,151
2024-07-12,Organic/SEO,5.95,502,8
2024-07-12,Email/Referral,7.67,969,17
2024-07-13,Meta Ads,212.91,19253,429
2024-07-13,Google Ads,166.92,19883,497
2024-07-13,Influencer,112.94,10583,236
2024-07-13,Organic/SEO,18.26,1546,17
2024-07-13,Email/Referral,8.5,1002,16
2024-07-14,Meta Ads,146.55,15758,399
2024-07-14,Google Ads,127.37,12487,316
2024-07-14,Influencer,114.07,13743,406
2024-07-14,Organic/SEO,10.5,1011,21
2024-07-14,Email/Referral,17.11,1837,57
2024-07-15,Meta Ads,232.79,19629,218
2024-07-15,Google Ads,118.46,12208,162
2024-07-15,Influencer,110.02,8954,160
2024-07-15,Organic/SEO,7.77,1055,28
2024-07-15,Email/Referral,18.68,2584,57
2024-07-16,Meta Ads,151.31,13863,215
2024-07-16,Google Ads,168.77,13911,156
2024-07-16,Influencer,95.84,11359,302
2024-07-16,Organic/SEO,10.58,1358,31
2024-07-16,Email/Referral,6.58,841,28
2024-07-17,Meta Ads,132.48,13709,304
2024-07-17,Google Ads,118.18,15607,266
2024-07-17,Influencer,105.28,12660,315
2024-07-17,Organic/SEO,7.88,734,8
2024-07-17,Email/Referral,8.61,867,26
2024-07-18,Meta Ads,165.57,20742,435
2024-07-18,Google Ads,175.64,24339,389
2024-07-18,Influencer,109.57,12853,391
2024-07-18,Organic/SEO,14.77,1557,24
2024-07-18,Email/Referral,6.05,678,23
2024-07-19,Meta Ads,205.71,20497,628
2024-07-19,Google Ads,174.21,16880,174
2024-07-19,Influencer,69.38,9202,284
2024-07-19,Organic/SEO,9.43,915,27
2024-07-19,Email/Referral,19.07,2417,60
2024-07-20,Meta Ads,152.21,16978,268
2024-07-20,Google Ads,177.72,18343,565
2024-07-20,Influencer,83.61,10823,198
2024-07-20,Organic/SEO,11.6,1356,15
2024-07-20,Email/Referral,19.22,2199,49
2024-07-21,Meta Ads,216.65,28586,659
2024-07-21,Google Ads,188.45,15807,202
2024-07-21,Influencer,95.23,9641,208
2024-07-21,Organic/SEO,9.92,1034,31
2024-07-21,Email/Referral,13.9,1943,57
2024-07-22,Meta Ads,155.56,14912,274
2024-07-22,Google Ads,180.89,14767,232
2024-07-22,Influencer,111.87,13244,207
2024-07-22,Organic/SEO,8.29,1092,35
2024-07-22,Email/Referral,8.84,930,28
2024-07-23,Meta Ads,209.27,26961,619
2024-07-23,Google Ads,187.04,18621,259
2024-07-23,Influencer,101.27,11378,356
2024-07-23,Organic/SEO,6.22,812,14
2024-07-23,Email/Referral,14.82,1221,30
2024-07-24,Meta Ads,203.47,20779,319
2024-07-24,Google Ads,153.39,19939,360
2024-07-24,Influencer,76.63,7412,249
2024-07-24,Organic/SEO,10.39,833,24
2024-07-24,Email/Referral,15.49,1358,47
2024-07-25,Meta Ads,191.67,21092,412
2024-07-25,Google Ads,185.88,17591,301
2024-07-25,Influencer,69.61,8739,217
2024-07-25,Organic/SEO,14.14,1316,34
2024-07-25,Email/Referral,16.48,1672,50
2024-07-26,Meta Ads,163.67,20538,222
2024-07-26,Google Ads,154.6,21361,737
2024-07-26,Influencer,78.21,8328,96
2024-07-26,Organic/SEO,18.1,2065,40
2024-07-26,Email/Referral,6.69,915,21
2024-07-27,Meta Ads,156.56,15814,265
2024-07-27,Google Ads,159.16,21613,679
2024-07-27,Influencer,87.86,11385,234
2024-07-27,Organic/SEO,8.78,1220,21
2024-07-27,Email/Referral,9.86,1374,18
2024-07-28,Meta Ads,208.14,28338,645
2024-07-28,Google Ads,105.23,10786,137
2024-07-28,Influencer,85.47,10889,228
2024-07-28,Organic/SEO,11.48,1301,31
2024-07-28,Email/Referral,17.84,1757,53
2024-07-29,Meta Ads,187.12,18343,318
2024-07-29,Google Ads,137.5,16137,254
2024-07-29,Influencer,112.7,12903,425
2024-07-29,Organic/SEO,5.7,573,6
2024-07-29,Email/Referral,9.08,1196,13
2024-07-30,Meta Ads,173.1,15069,307
2024-07-30,Google Ads,180.5,21187,602
2024-07-30,Influencer,81.85,11185,310
2024-07-30,Organic/SEO,11.33,1196,39
2024-07-30,Email/Referral,13.65,1670,34
2024-07-31,Meta Ads,150.16,18531,466
2024-07-31,Google Ads,150.12,17630,268
2024-07-31,Influencer,105.87,14492,467
2024-07-31,Organic/SEO,9.82,1024,30
2024-07-31,Email/Referral,13.93,1572,52
2024-08-01,Meta Ads,156.31,17334,191
2024-08-01,Google Ads,94.56,7606,249
2024-08-01,Influencer,72.29,7815,243
2024-08-01,Organic/SEO,12.02,1401,24
2024-08-01,Email/Referral,14.88,1338,15
2024-08-02,Meta Ads,124.69,11978,204
2024-08-02,Google Ads,140.54,13079,352
2024-08-02,Influencer,57.73,5128,116
2024-08-02,Organic/SEO,16.0,2105,72
2024-08-02,Email/Referral,12.54,1511,38
2024-08-03,Meta Ads,164.27,14591,344
2024-08-03,Google Ads,118.78,12656,292
2024-08-03,Influencer,59.44,6037,69
2024-08-03,Organic/SEO,16.74,1458,24
2024-08-03,Email/Referral,15.61,1700,22
2024-08-04,Meta Ads,142.37,12379,185
2024-08-04,Google Ads,93.23,9909,298
2024-08-04,Influencer,80.45,9362,140
2024-08-04,Organic/SEO,8.63,1128,13
2024-08-04,Email/Referral,15.19,1656,51
2024-08-05,Meta Ads,136.29,13674,393
2024-08-05,Google Ads,149.3,14001,480
2024-08-05,Influencer,57.43,4830,120
2024-08-05,Organic/SEO,13.46,1852,37
2024-08-05,Email/Referral,4.57,530,9
2024-08-06,Meta Ads,146.84,16050,186
2024-08-06,Google Ads,126.43,13348,371
2024-08-06,Influencer,83.19,7579,114
2024-08-06,Organic/SEO,7.45,675,17
2024-08-06,Email/Referral,16.93,2016,50
2024-08-07,Meta Ads,144.73,14292,468
2024-08-07,Google Ads,163.38,17940,309
2024-08-07,Influencer,88.9,7818,227
2024-08-07,Organic/SEO,14.69,1285,44
2024-08-07,Email/Referral,16.82,2290,51
2024-08-08,Meta Ads,129.69,14904,305
2024-08-08,Google Ads,105.01,11070,294
2024-08-08,Influencer,56.8,5680,59
2024-08-08,Organic/SEO,13.81,1635,18
2024-08-08,Email/Referral,16.55,1346,33
2024-08-09,Meta Ads,178.37,22701,246
2024-08-09,Google Ads,158.59,21426,514
2024-08-09,Influencer,75.68,6258,150
2024-08-09,Organic/SEO,9.47,1196,24
2024-08-09,Email/Referral,12.97,1116,14
2024-08-10,Meta Ads,119.93,9921,233
2024-08-10,Google Ads,149.99,17492,426
2024-08-10,Influencer,84.79,8511,162
2024-08-10,Organic/SEO,8.26,1013,14
2024-08-10,Email/Referral,4.42,511,17
2024-08-11,Meta Ads,163.04,20702,555
2024-08-11,Google Ads,127.3,15671,479
2024-08-11,Influencer,63.87,6397,99
2024-08-11,Organic/SEO,10.02,1333,24
2024-08-11,Email/Referral,9.02,1187,27
2024-08-12,Meta Ads,156.25,20570,457
2024-08-12,Google Ads,141.39,12037,174
2024-08-12,Influencer,72.11,7909,270
2024-08-12,Organic/SEO,16.63,2179,38
2024-08-12,Email/Referral,16.54,2007,39
2024-08-13,Meta Ads,171.51,13890,189
2024-08-13,Google Ads,152.72,18133,346
2024-08-13,Influencer,76.53,10278,265
2024-08-13,Organic/SEO,9.33,813,14
2024-08-13,Email/Referral,16.72,1776,38
2024-08-14,Meta Ads,152.87,20338,510
2024-08-14,Google Ads,142.32,14710,157
2024-08-14,Influencer,96.28,13185,444
2024-08-14,Organic/SEO,16.28,2098,56
2024-08-14,Email/Referral,15.02,1742,23
2024-08-15,Meta Ads,143.01,19775,371
2024-08-15,Google Ads,155.64,13321,244
2024-08-15,Influencer,69.66,5788,75
2024-08-15,Organic/SEO,6.71,874,10
2024-08-15,Email/Referral,8.06,649,17
2024-08-16,Meta Ads,164.04,19471,376
2024-08-16,Google Ads,105.18,12960,392
2024-08-16,Influencer,59.91,6542,106
2024-08-16,Organic/SEO,6.39,792,18
2024-08-16,Email/Referral,7.01,691,23
2024-08-17,Meta Ads,185.01,24568,528
2024-08-17,Google Ads,136.97,14053,167
2024-08-17,Influencer,71.96,8321,142
2024-08-17,Organic/SEO,15.06,1341,25
2024-08-17,Email/Referral,5.84,609,6
2024-08-18,Meta Ads,132.12,13746,301
2024-08-18,Google Ads,130.84,12625,291
2024-08-18,Influencer,76.91,7611,234
2024-08-18,Organic/SEO,11.21,1120,37
2024-08-18,Email/Referral,15.03,2088,57
2024-08-19,Meta Ads,141.82,13735,365
2024-08-19,Google Ads,164.28,19319,618
2024-08-19,Influencer,68.66,7169,234
2024-08-19,Organic/SEO,13.9,1930,56
2024-08-19,Email/Referral,9.97,1115,36
2024-08-20,Meta Ads,157.74,15036,314
2024-08-20,Google Ads,128.75,11047,315
2024-08-20,Influencer,58.57,6108,183
2024-08-20,Organic/SEO,10.21,1332,24
2024-08-20,Email/Referral,16.46,1523,16
2024-08-21,Meta Ads,187.19,23423,370
2024-08-21,Google Ads,164.58,18126,612
2024-08-21,Influencer,76.73,8310,176
2024-08-21,Organic/SEO,8.52,954,20
2024-08-21,Email/Referral,4.72,451,6
2024-08-22,Meta Ads,186.73,21648,629
2024-08-22,Google Ads,162.45,19273,666
2024-08-22,Influencer,67.86,6187,124
2024-08-22,Organic/SEO,10.25,1370,32
2024-08-22,Email/Referral,7.98,993,22
2024-08-23,Meta Ads,121.98,13980,458
2024-08-23,Google Ads,153.71,17708,344
2024-08-23,Influencer,57.54,6224,179
2024-08-23,Organic/SEO,8.84,832,27
2024-08-23,Email/Referral,14.72,1741,23
2024-08-24,Meta Ads,120.4,10377,263
2024-08-24,Google Ads,98.09,12806,445
2024-08-24,Influencer,70.37,7545,209
2024-08-24,Organic/SEO,16.2,2165,24
2024-08-24,Email/Referral,6.41,803,21
2024-08-25,Meta Ads,119.33,13141,387
2024-08-25,Google Ads,105.99,14020,158
2024-08-25,Influencer,89.45,10461,187
2024-08-25,Organic/SEO,13.44,1706,56
2024-08-25,Email/Referral,8.94,1083,27
2024-08-26,Meta Ads,155.31,20722,208
2024-08-26,Google Ads,110.83,12445,179
2024-08-26,Influencer,95.22,11317,248
2024-08-26,Organic/SEO,14.64,1567,37
2024-08-26,Email/Referral,4.29,437,5
2024-08-27,Meta Ads,170.41,18530,325
2024-08-27,Google Ads,125.04,11575,383
2024-08-27,Influencer,56.03,7391,168
2024-08-27,Organic/SEO,12.14,1191,40
2024-08-27,Email/Referral,7.84,904,31
2024-08-28,Meta Ads,187.98,21087,732
2024-08-28,Google Ads,142.9,13221,266
2024-08-28,Influencer,68.9,6934,201
2024-08-28,Organic/SEO,11.7,962,30
2024-08-28,Email/Referral,8.03,1122,37
2024-08-29,Meta Ads,193.44,24889,386
2024-08-29,Google Ads,130.0,12149,200
2024-08-29,Influencer,81.59,6727,230
2024-08-29,Organic/SEO,15.96,1641,37
2024-08-29,Email/Referral,10.19,1354,36
2024-08-30,Meta Ads,132.63,14166,293
2024-08-30,Google Ads,162.64,14721,180
2024-08-30,Influencer,93.97,12573,399
2024-08-30,Organic/SEO,10.76,1286,30
2024-08-30,Email/Referral,5.14,594,6
2024-08-31,Meta Ads,136.93,18613,327
2024-08-31,Google Ads,161.15,15310,273
2024-08-31,Influencer,82.39,10356,233
2024-08-31,Organic/SEO,15.5,1277,42
2024-08-31,Email/Referral,6.75,898,17
2024-09-01,Meta Ads,215.94,25977,374
2024-09-01,Google Ads,187.62,17773,286
2024-09-01,Influencer,106.97,9237,143
2024-09-01,Organic/SEO,12.56,1630,22
2024-09-01,Email/Referral,13.22,1621,51
2024-09-02,Meta Ads,227.04,28851,759
2024-09-02,Google Ads,144.03,12491,346
2024-09-02,Influencer,116.61,14483,150
2024-09-02,Organic/SEO,12.44,1453,39
2024-09-02,Email/Referral,15.8,1793,27
2024-09-03,Meta Ads,227.76,27741,441
2024-09-03,Google Ads,134.01,18133,583
2024-09-03,Influencer,84.88,6985,78
2024-09-03,Organic/SEO,9.26,1090,26
2024-09-03,Email/Referral,14.51,1785,18
2024-09-04,Meta Ads,137.35,13950,193
2024-09-04,Google Ads,111.78,13241,402
2024-09-04,Influencer,103.64,13371,356
2024-09-04,Organic/SEO,16.03,1543,53
2024-09-04,Email/Referral,7.75,719,12
2024-09-05,Meta Ads,231.34,32225,962
2024-09-05,Google Ads,161.62,17972,615
2024-09-05,Influencer,100.56,13744,246
2024-09-05,Organic/SEO,10.01,1314,18
2024-09-05,Email/Referral,19.19,2119,70
2024-09-06,Meta Ads,162.37,19964,440
2024-09-06,Google Ads,161.41,17797,608
2024-09-06,Influencer,100.37,9543,312
2024-09-06,Organic/SEO,9.41,962,12
2024-09-06,Email/Referral,18.5,1797,29
2024-09-07,Meta Ads,225.39,28924,391
2024-09-07,Google Ads,174.24,23484,280
2024-09-07,Influencer,107.56,12137,324
2024-09-07,Organic/SEO,12.39,1509,16
2024-09-07,Email/Referral,16.44,1348,28
2024-09-08,Meta Ads,142.3,18415,328
2024-09-08,Google Ads,145.87,15422,452
2024-09-08,Influencer,88.98,11330,134
2024-09-08,Organic/SEO,7.87,890,29
2024-09-08,Email/Referral,6.12,505,7
2024-09-09,Meta Ads,195.24,20293,621
2024-09-09,Google Ads,111.47,10231,179
2024-09-09,Influencer,96.84,11728,153
2024-09-09,Organic/SEO,19.16,1924,53
2024-09-09,Email/Referral,12.86,1200,37
2024-09-10,Meta Ads,214.37,22243,549
2024-09-10,Google Ads,128.2,15562,275
2024-09-10,Influencer,108.58,10102,104
2024-09-10,Organic/SEO,9.03,825,18
2024-09-10,Email/Referral,8.06,1013,16
2024-09-11,Meta Ads,202.35,23211,804
2024-09-11,Google Ads,194.99,25772,747
2024-09-11,Influencer,83.87,10500,356
2024-09-11,Organic/SEO,5.35,600,9
2024-09-11,Email/Referral,13.37,1443,35
2024-09-12,Meta Ads,185.5,25525,607
2024-09-12,Google Ads,181.16,17969,376
2024-09-12,Influencer,88.4,8550,166
2024-09-12,Organic/SEO,13.98,1605,41
2024-09-12,Email/Referral,10.28,1017,25
2024-09-13,Meta Ads,140.35,13358,147
2024-09-13,Google Ads,111.53,10551,110
2024-09-13,Influencer,76.25,9096,104
2024-09-13,Organic/SEO,11.55,1556,46
2024-09-13,Email/Referral,9.58,1297,23
2024-09-14,Meta Ads,133.83,18688,593
2024-09-14,Google Ads,146.93,17629,472
2024-09-14,Influencer,73.5,6762,147
2024-09-14,Organic/SEO,18.67,1504,44
2024-09-14,Email/Referral,5.86,636,16
2024-09-15,Meta Ads,200.17,16715,342
2024-09-15,Google Ads,157.55,13228,176
2024-09-15,Influencer,98.84,11000,154
2024-09-15,Organic/SEO,13.03,1755,18
2024-09-15,Email/Referral,14.64,1235,12
2024-09-16,Meta Ads,142.27,14991,450
2024-09-16,Google Ads,130.36,15322,310
2024-09-16,Influencer,75.65,8386,251
2024-09-16,Organic/SEO,17.49,2287,42
2024-09-16,Email/Referral,16.9,1567,44
2024-09-17,Meta Ads,228.43,18462,387
2024-09-17,Google Ads,163.3,19939,287
2024-09-17,Influencer,115.5,13503,190
2024-09-17,Organic/SEO,5.31,674,8
2024-09-17,Email/Referral,7.12,815,20
2024-09-18,Meta Ads,200.18,20740,608
2024-09-18,Google Ads,192.69,18549,511
2024-09-18,Influencer,113.14,13709,370
2024-09-18,Organic/SEO,8.36,937,22
2024-09-18,Email/Referral,15.5,2167,23
2024-09-19,Meta Ads,133.05,11266,321
2024-09-19,Google Ads,117.27,13761,249
2024-09-19,Influencer,87.7,8150,257
2024-09-19,Organic/SEO,13.79,1884,45
2024-09-19,Email/Referral,6.86,619,21
2024-09-20,Meta Ads,204.36,16953,467
2024-09-20,Google Ads,142.1,13987,193
2024-09-20,Influencer,108.35,9083,156
2024-09-20,Organic/SEO,9.6,860,19
2024-09-20,Email/Referral,5.18,507,16
2024-09-21,Meta Ads,159.54,16213,353
2024-09-21,Google Ads,155.55,19991,295
2024-09-21,Influencer,110.07,13808,387
2024-09-21,Organic/SEO,6.3,512,12
2024-09-21,Email/Referral,17.95,2065,31
2024-09-22,Meta Ads,135.78,16561,464
2024-09-22,Google Ads,120.53,9846,198
2024-09-22,Influencer,94.47,11559,349
2024-09-22,Organic/SEO,14.16,1227,33
2024-09-22,Email/Referral,19.76,2654,84
2024-09-23,Meta Ads,158.63,19836,620
2024-09-23,Google Ads,166.05,15780,534
2024-09-23,Influencer,87.34,7667,97
2024-09-23,Organic/SEO,14.71,1563,19
2024-09-23,Email/Referral,16.11,2061,57
2024-09-24,Meta Ads,147.84,17945,184
2024-09-24,Google Ads,132.46,13766,425
2024-09-24,Influencer,84.08,6783,127
2024-09-24,Organic/SEO,12.48,1709,57
2024-09-24,Email/Referral,7.71,702,9
2024-09-25,Meta Ads,211.2,16972,223
2024-09-25,Google Ads,153.42,14552,179
2024-09-25,Influencer,82.43,7950,181
2024-09-25,Organic/SEO,19.69,1722,33
2024-09-25,Email/Referral,18.98,2516,49
2024-09-26,Meta Ads,201.49,17181,477
2024-09-26,Google Ads,192.56,21614,485
2024-09-26,Influencer,73.12,8630,213
2024-09-26,Organic/SEO,14.78,1205,28
2024-09-26,Email/Referral,13.92,1286,19
2024-09-27,Meta Ads,155.83,19120,480
2024-09-27,Google Ads,181.12,17702,580
2024-09-27,Influencer,103.16,10697,132
2024-09-27,Organic/SEO,8.85,1216,21
2024-09-27,Email/Referral,9.95,909,27
2024-09-28,Meta Ads,155.77,15548,316
2024-09-28,Google Ads,144.04,15078,340
2024-09-28,Influencer,106.98,13817,413
2024-09-28,Organic/SEO,6.52,834,10
2024-09-28,Email/Referral,6.87,940,28
2024-09-29,Meta Ads,185.66,24599,854
2024-09-29,Google Ads,159.96,18679,539
2024-09-29,Influencer,75.54,6800,197
2024-09-29,Organic/SEO,10.17,896,16
2024-09-29,Email/Referral,10.38,1431,39
2024-09-30,Meta Ads,183.33,25323,824
2024-09-30,Google Ads,151.08,20296,408
2024-09-30,Influencer,75.44,7088,188
2024-09-30,Organic/SEO,12.52,1496,40
2024-09-30,Email/Referral,5.33,443,10
2024-10-01,Meta Ads,146.63,17295,411
2024-10-01,Google Ads,157.72,15479,402
2024-10-01,Influencer,107.79,15078,466
2024-10-01,Organic/SEO,13.36,1223,33
2024-10-01,Email/Referral,19.06,1767,28
2024-10-02,Meta Ads,142.09,17648,355
2024-10-02,Google Ads,110.64,14659,350
2024-10-02,Influencer,80.88,8139,140
2024-10-02,Organic/SEO,11.83,1185,28
2024-10-02,Email/Referral,16.6,1999,34
2024-10-03,Meta Ads,183.1,23877,279
2024-10-03,Google Ads,112.05,12703,329
2024-10-03,Influencer,74.42,9281,242
2024-10-03,Organic/SEO,18.85,1699,48
2024-10-03,Email/Referral,6.25,711,16
2024-10-04,Meta Ads,167.95,21946,221
2024-10-04,Google Ads,151.82,14123,403
2024-10-04,Influencer,65.33,8485,262
2024-10-04,Organic/SEO,17.49,1559,40
2024-10-04,Email/Referral,5.22,683,19
2024-10-05,Meta Ads,183.36,22706,280
2024-10-05,Google Ads,152.58,14872,510
2024-10-05,Influencer,109.28,13550,451
2024-10-05,Organic/SEO,10.2,1367,24
2024-10-05,Email/Referral,15.99,1985,20
2024-10-06,Meta Ads,164.99,13391,467
2024-10-06,Google Ads,116.0,13057,388
